SKU_ID,Category,Subcategory,Brand,Unit,Weight_g,Lifecycle_Status,Country,MDM_Errors
SKU00761,EcoPure,Kids,VM,SACH,479,Active,VN,None
SKU00762,NutriBox,Classic,FB,SACH,629,Active,VN,None
SKU00763,EcoPure,Kids,EP,BOX,1610,New,FR,None
SKU00764,NutriBox,Kids,VM,BAG,1764,New,VN,Bad Unit
SKU00765,FreshBite,Kids,EP,BAG,1214,New,VN,Missing Brand
SKU00766,NutriBox,Kids,NB,BAG,792,Active,BR,Missing Brand
SKU00767,VitalMeal,Vegan,FB,SACH,1373,New,FR,Missing Brand
SKU00768,VitalMeal,Kids,VM,BOX,724,PhaseOut,BR,None
SKU00769,NutriBox,Zero,EP,BAG,360,Active,FR,Bad Unit
SKU00770,NutriBox,Classic,FB,SACH,520,New,BR,Bad Unit
SKU00771,NutriBox,Vegan,FB,BAG,1466,Active,BR,None
SKU00772,NutriBox,Kids,NB,BOX,1715,PhaseOut,MA,None
SKU00773,VitalMeal,Vegan,NB,BAG,1518,PhaseOut,VN,Wrong Weight
SKU00774,EcoPure,Kids,FB,BOX,1831,Active,FR,Bad Unit
SKU00775,NutriBox,Zero,FB,BOX,858,Active,VN,Bad Unit
SKU00776,NutriBox,Classic,VM,BAG,221,PhaseOut,MA,Bad Unit
SKU00777,VitalMeal,Kids,FB,BAG,625,Active,FR,None
SKU00778,VitalMeal,Kids,VM,BOX,80,PhaseOut,MA,None
SKU00779,FreshBite,Kids,FB,SACH,96,PhaseOut,VN,None
SKU00780,NutriBox,Kids,NB,BOX,179,New,BR,None
SKU00781,FreshBite,Classic,VM,BAG,401,Active,MA,Missing Brand
SKU00782,VitalMeal,Classic,EP,BAG,1027,Active,MA,None
SKU00783,VitalMeal,Zero,NB,SACH,1918,New,BR,None
SKU00784,EcoPure,Classic,VM,BOX,1695,PhaseOut,VN,None
SKU00785,NutriBox,Kids,VM,BOX,1654,Active,MA,None
SKU00786,FreshBite,Zero,EP,BOX,107,New,VN,None
SKU00787,VitalMeal,Zero,VM,BAG,1179,New,BR,None
SKU00788,VitalMeal,Zero,FB,BOX,861,Active,FR,None
SKU00789,FreshBite,Kids,EP,SACH,1403,New,MA,None
SKU00790,EcoPure,Vegan,NB,BAG,817,PhaseOut,VN,Wrong Weight
SKU00791,VitalMeal,Kids,NB,BAG,1897,New,BR,None
SKU00792,NutriBox,Classic,FB,BOX,732,PhaseOut,BR,None
SKU00793,VitalMeal,Classic,NB,SACH,1456,PhaseOut,MA,None
SKU00794,NutriBox,Kids,VM,BAG,1235,Active,FR,None
SKU00795,FreshBite,Kids,VM,BAG,1046,New,MA,None
SKU00796,NutriBox,Zero,FB,BOX,335,PhaseOut,VN,Missing Brand
SKU00797,FreshBite,Kids,NB,BOX,1144,PhaseOut,BR,Missing Brand
SKU00798,NutriBox,Zero,NB,SACH,1840,New,FR,None
SKU00799,FreshBite,Classic,FB,BOX,1527,PhaseOut,VN,None
SKU00800,NutriBox,Zero,EP,SACH,935,New,MA,Duplicate
SKU00801,EcoPure,Kids,NB,BAG,1640,Active,BR,Bad Unit
SKU00802,NutriBox,Classic,EP,SACH,1908,PhaseOut,MA,None
SKU00803,NutriBox,Vegan,NB,SACH,446,PhaseOut,FR,None
SKU00804,EcoPure,Zero,NB,SACH,1588,New,FR,None
SKU00805,VitalMeal,Classic,NB,BAG,75,New,FR,None
SKU00806,VitalMeal,Zero,NB,BOX,362,New,FR,None
SKU00807,NutriBox,Classic,VM,BAG,175,New,FR,None
SKU00808,EcoPure,Classic,EP,BOX,1481,PhaseOut,MA,None
SKU00809,NutriBox,Zero,EP,SACH,1638,Active,FR,None
SKU00810,FreshBite,Vegan,NB,SACH,1271,Active,FR,Missing Brand
SKU00811,FreshBite,Classic,NB,SACH,860,Active,BR,Bad Unit
SKU00812,NutriBox,Classic,EP,SACH,237,Active,FR,None
SKU00813,VitalMeal,Classic,VM,SACH,747,New,BR,Bad Unit
SKU00814,VitalMeal,Vegan,FB,BOX,1890,PhaseOut,BR,None
SKU00815,NutriBox,Vegan,FB,BOX,859,PhaseOut,BR,Bad Unit
SKU00816,NutriBox,Kids,EP,SACH,765,PhaseOut,MA,None
SKU00817,FreshBite,Zero,NB,BAG,1557,New,MA,None
SKU00818,VitalMeal,Vegan,NB,BAG,499,PhaseOut,VN,None
SKU00819,NutriBox,Zero,VM,SACH,572,New,VN,None
SKU00820,FreshBite,Kids,FB,BOX,1944,PhaseOut,BR,Duplicate
SKU00821,VitalMeal,Zero,VM,BAG,1427,Active,MA,None
SKU00822,EcoPure,Vegan,FB,BAG,1035,New,FR,None
SKU00823,FreshBite,Zero,EP,BAG,707,PhaseOut,VN,None
SKU00824,VitalMeal,Vegan,FB,SACH,646,Active,MA,None
SKU00825,VitalMeal,Zero,VM,BAG,149,Active,FR,None
SKU00826,FreshBite,Vegan,VM,BAG,665,Active,FR,None
SKU00827,EcoPure,Vegan,VM,BAG,997,New,MA,Missing Brand
SKU00828,FreshBite,Zero,EP,BAG,1631,New,VN,Bad Unit
SKU00829,VitalMeal,Kids,FB,BOX,605,PhaseOut,MA,Wrong Weight
SKU00830,NutriBox,Classic,FB,SACH,327,Active,VN,None
SKU00831,NutriBox,Kids,VM,SACH,1766,PhaseOut,BR,Missing Brand
SKU00832,FreshBite,Zero,FB,BOX,1772,PhaseOut,MA,None
SKU00833,VitalMeal,Kids,NB,BOX,1699,Active,MA,None
SKU00834,NutriBox,Vegan,NB,SACH,540,PhaseOut,VN,None
SKU00835,VitalMeal,Classic,NB,BAG,304,New,VN,Wrong Weight
SKU00836,FreshBite,Zero,FB,BAG,430,PhaseOut,MA,Missing Brand
SKU00837,NutriBox,Zero,EP,SACH,941,Active,FR,Wrong Weight
SKU00838,VitalMeal,Zero,EP,BAG,591,New,FR,Bad Unit
SKU00839,NutriBox,Classic,EP,BOX,1337,New,FR,Duplicate
SKU00840,FreshBite,Vegan,EP,BAG,1683,PhaseOut,BR,Bad Unit
SKU00841,VitalMeal,Zero,NB,BAG,874,PhaseOut,BR,None
SKU00842,NutriBox,Kids,NB,BAG,928,New,VN,None
SKU00843,FreshBite,Zero,VM,SACH,1402,PhaseOut,BR,None
SKU00844,NutriBox,Zero,FB,BOX,1188,Active,FR,None
SKU00845,NutriBox,Zero,FB,BAG,1349,PhaseOut,MA,None
SKU00846,EcoPure,Zero,EP,SACH,1561,PhaseOut,BR,None
SKU00847,EcoPure,Vegan,NB,BAG,330,New,BR,None
SKU00848,FreshBite,Kids,EP,BOX,1348,PhaseOut,FR,Wrong Weight
SKU00849,EcoPure,Vegan,VM,BAG,822,PhaseOut,BR,Duplicate
SKU00850,FreshBite,Kids,FB,BOX,892,PhaseOut,VN,None
SKU00851,EcoPure,Zero,FB,BAG,768,Active,MA,None
SKU00852,NutriBox,Classic,EP,BOX,1969,PhaseOut,FR,None
SKU00853,FreshBite,Vegan,VM,BAG,377,Active,VN,None
SKU00854,FreshBite,Classic,FB,BOX,260,Active,FR,Missing Brand
SKU00855,NutriBox,Vegan,VM,BAG,776,Active,VN,None
SKU00856,FreshBite,Zero,VM,BAG,972,Active,MA,None
SKU00857,FreshBite,Vegan,EP,SACH,601,New,MA,Bad Unit
SKU00858,EcoPure,Zero,NB,SACH,75,Active,VN,Bad Unit
SKU00859,FreshBite,Vegan,EP,BOX,76,PhaseOut,VN,None
SKU00860,VitalMeal,Zero,NB,BAG,751,Active,VN,Missing Brand
SKU00861,NutriBox,Zero,VM,BOX,1156,PhaseOut,VN,None
SKU00862,EcoPure,Kids,NB,SACH,1969,Active,VN,None
SKU00863,EcoPure,Zero,VM,BOX,731,New,VN,None
SKU00864,VitalMeal,Kids,FB,BOX,462,Active,MA,None
SKU00865,NutriBox,Zero,FB,SACH,216,Active,VN,None
SKU00866,NutriBox,Classic,FB,BAG,1773,New,BR,None
SKU00867,EcoPure,Zero,EP,BOX,218,Active,MA,None
SKU00868,FreshBite,Classic,EP,SACH,1874,PhaseOut,FR,Missing Brand
SKU00869,EcoPure,Classic,VM,BAG,278,Active,MA,None
SKU00870,NutriBox,Zero,FB,SACH,1682,Active,FR,None
SKU00871,VitalMeal,Classic,EP,BOX,416,Active,FR,Bad Unit
SKU00872,EcoPure,Kids,FB,BAG,577,New,BR,None
SKU00873,NutriBox,Vegan,EP,BAG,840,Active,VN,Duplicate
SKU00874,EcoPure,Zero,NB,SACH,1720,Active,VN,None
SKU00875,FreshBite,Classic,NB,SACH,1611,PhaseOut,MA,None
SKU00876,EcoPure,Zero,FB,SACH,1937,Active,VN,None
SKU00877,EcoPure,Kids,VM,BAG,573,Active,BR,None
SKU00878,NutriBox,Zero,EP,BAG,1145,Active,MA,None
SKU00879,NutriBox,Zero,EP,BOX,1718,Active,MA,None
SKU00880,NutriBox,Classic,NB,BAG,155,PhaseOut,MA,None
SKU00881,EcoPure,Kids,NB,BOX,781,PhaseOut,VN,None
SKU00882,FreshBite,Vegan,VM,SACH,1958,New,VN,None
SKU00883,VitalMeal,Vegan,VM,SACH,1014,Active,VN,None
SKU00884,VitalMeal,Classic,VM,BAG,1762,New,MA,None
SKU00885,NutriBox,Zero,FB,SACH,1355,New,MA,None
SKU00886,NutriBox,Classic,NB,SACH,182,Active,FR,None
SKU00887,EcoPure,Classic,FB,BAG,583,PhaseOut,FR,None
SKU00888,VitalMeal,Classic,NB,BOX,1024,PhaseOut,VN,Missing Brand
SKU00889,NutriBox,Zero,NB,BAG,318,Active,MA,None
SKU00890,FreshBite,Kids,EP,BOX,1485,Active,VN,Missing Brand
SKU00891,FreshBite,Classic,NB,BAG,722,PhaseOut,VN,None
SKU00892,NutriBox,Zero,NB,BAG,1692,Active,FR,None
SKU00893,NutriBox,Kids,FB,SACH,840,Active,BR,None
SKU00894,VitalMeal,Classic,NB,BAG,1938,Active,VN,Missing Brand
SKU00895,VitalMeal,Vegan,FB,BAG,1820,PhaseOut,BR,None
SKU00896,EcoPure,Kids,VM,BOX,67,New,BR,None
SKU00897,VitalMeal,Classic,NB,SACH,1827,New,MA,None
SKU00898,FreshBite,Kids,NB,BOX,166,Active,MA,None
SKU00899,FreshBite,Kids,FB,BOX,847,PhaseOut,VN,None
SKU00900,NutriBox,Kids,VM,SACH,1867,Active,FR,None
SKU00901,VitalMeal,Kids,EP,SACH,1217,PhaseOut,FR,None
SKU00902,EcoPure,Kids,VM,SACH,1790,Active,VN,None
SKU00903,FreshBite,Kids,FB,BAG,600,PhaseOut,VN,None
SKU00904,FreshBite,Classic,VM,SACH,978,PhaseOut,FR,Missing Brand
SKU00905,EcoPure,Vegan,FB,SACH,1739,New,BR,Missing Brand
SKU00906,EcoPure,Zero,FB,SACH,1761,Active,VN,None
SKU00907,FreshBite,Kids,EP,BOX,802,New,BR,None
SKU00908,FreshBite,Zero,NB,BOX,471,New,VN,Bad Unit
SKU00909,EcoPure,Classic,FB,BAG,1971,PhaseOut,VN,None
SKU00910,FreshBite,Kids,FB,BOX,1442,Active,BR,None
SKU00911,NutriBox,Vegan,EP,BAG,695,PhaseOut,BR,Missing Brand
SKU00912,NutriBox,Zero,FB,BOX,607,PhaseOut,FR,None
SKU00913,EcoPure,Kids,NB,SACH,99,PhaseOut,VN,None
SKU00914,VitalMeal,Classic,EP,BOX,727,Active,MA,Bad Unit
SKU00915,EcoPure,Vegan,NB,BAG,155,Active,MA,None
SKU00916,EcoPure,Zero,NB,BOX,1289,PhaseOut,VN,Missing Brand
SKU00917,VitalMeal,Zero,EP,SACH,707,Active,VN,Missing Brand
SKU00918,VitalMeal,Kids,FB,BAG,1996,PhaseOut,VN,Wrong Weight
SKU00919,VitalMeal,Vegan,NB,SACH,1498,Active,BR,None
SKU00920,NutriBox,Vegan,NB,SACH,1145,Active,MA,None
SKU00921,FreshBite,Vegan,NB,BAG,1037,New,MA,None
SKU00922,NutriBox,Vegan,NB,SACH,891,PhaseOut,MA,None
SKU00923,FreshBite,Classic,EP,SACH,1858,New,VN,None
SKU00924,NutriBox,Vegan,EP,BOX,1832,New,BR,None
SKU00925,FreshBite,Zero,VM,SACH,495,PhaseOut,VN,None
SKU00926,NutriBox,Zero,VM,SACH,1998,PhaseOut,FR,None
SKU00927,VitalMeal,Classic,NB,SACH,1259,Active,FR,None
SKU00928,EcoPure,Zero,FB,SACH,119,PhaseOut,MA,Missing Brand
SKU00929,NutriBox,Zero,NB,BAG,199,New,VN,Missing Brand
SKU00930,FreshBite,Vegan,FB,BOX,1319,New,FR,Duplicate
SKU00931,VitalMeal,Zero,NB,SACH,823,PhaseOut,FR,None
SKU00932,NutriBox,Classic,VM,SACH,1611,New,VN,Wrong Weight
SKU00933,NutriBox,Vegan,VM,BAG,1725,Active,BR,Bad Unit
SKU00934,VitalMeal,Kids,FB,SACH,1172,New,VN,None
SKU00935,NutriBox,Vegan,NB,BAG,1983,Active,VN,None
SKU00936,EcoPure,Classic,FB,BOX,1351,New,BR,None
SKU00937,NutriBox,Vegan,VM,BOX,1636,Active,MA,None
SKU00938,EcoPure,Vegan,NB,SACH,1736,Active,MA,None
SKU00939,EcoPure,Classic,NB,SACH,993,PhaseOut,MA,None
SKU00940,VitalMeal,Vegan,FB,SACH,504,Active,BR,Missing Brand
SKU00941,NutriBox,Classic,EP,BAG,1177,PhaseOut,FR,None
SKU00942,VitalMeal,Classic,FB,SACH,995,New,BR,None
SKU00943,NutriBox,Kids,VM,SACH,650,New,VN,Bad Unit
SKU00944,NutriBox,Zero,VM,BOX,702,New,BR,None
SKU00945,FreshBite,Zero,VM,SACH,774,Active,FR,Wrong Weight
SKU00946,NutriBox,Vegan,VM,BOX,282,New,FR,None
SKU00947,VitalMeal,Vegan,VM,SACH,1467,New,VN,Wrong Weight
SKU00948,EcoPure,Kids,EP,BOX,1574,PhaseOut,MA,None
SKU00949,NutriBox,Kids,NB,SACH,1768,PhaseOut,FR,None
SKU00950,FreshBite,Kids,FB,BOX,300,New,FR,None
SKU00951,VitalMeal,Classic,FB,BAG,1594,New,FR,Missing Brand
SKU00952,NutriBox,Kids,VM,BOX,128,Active,VN,Bad Unit
SKU00953,VitalMeal,Kids,FB,BOX,1125,Active,FR,None
SKU00954,FreshBite,Vegan,VM,BOX,947,New,MA,Duplicate
SKU00955,FreshBite,Kids,EP,SACH,970,PhaseOut,VN,None
SKU00956,VitalMeal,Classic,EP,SACH,830,New,MA,None
SKU00957,NutriBox,Classic,NB,SACH,275,Active,FR,Bad Unit
SKU00958,EcoPure,Vegan,EP,BAG,1124,PhaseOut,FR,None
SKU00959,FreshBite,Kids,EP,BAG,1259,PhaseOut,MA,None
SKU00960,NutriBox,Kids,NB,BOX,1107,Active,VN,Duplicate
SKU00961,NutriBox,Classic,FB,BAG,852,New,VN,Duplicate
SKU00962,EcoPure,Kids,VM,BOX,791,New,MA,Wrong Weight
SKU00963,FreshBite,Kids,VM,BOX,180,New,FR,Duplicate
SKU00964,FreshBite,Kids,FB,BOX,1072,Active,BR,None
SKU00965,NutriBox,Zero,NB,BAG,681,PhaseOut,MA,Bad Unit
SKU00966,NutriBox,Vegan,FB,SACH,1516,Active,MA,None
SKU00967,EcoPure,Zero,EP,BAG,887,New,MA,Wrong Weight
SKU00968,EcoPure,Vegan,NB,BOX,808,Active,FR,None
SKU00969,FreshBite,Classic,NB,BOX,1505,PhaseOut,VN,None
SKU00970,VitalMeal,Kids,NB,BAG,753,Active,FR,None
SKU00971,FreshBite,Vegan,VM,BOX,546,New,MA,None
SKU00972,NutriBox,Zero,FB,BOX,1476,PhaseOut,FR,None
SKU00973,FreshBite,Kids,NB,BAG,372,Active,FR,Bad Unit
SKU00974,VitalMeal,Classic,NB,BAG,1283,Active,MA,Bad Unit
SKU00975,EcoPure,Vegan,NB,BAG,664,PhaseOut,FR,None
SKU00976,VitalMeal,Vegan,FB,BOX,378,PhaseOut,BR,Missing Brand
SKU00977,VitalMeal,Vegan,VM,BOX,1445,New,FR,None
SKU00978,VitalMeal,Kids,EP,SACH,1533,PhaseOut,FR,None
SKU00979,EcoPure,Zero,VM,SACH,182,New,VN,None
SKU00980,VitalMeal,Zero,NB,BAG,884,Active,VN,Bad Unit
SKU00981,VitalMeal,Vegan,VM,SACH,700,New,MA,Missing Brand
SKU00982,VitalMeal,Classic,VM,BOX,170,Active,MA,None
SKU00983,NutriBox,Classic,EP,SACH,655,PhaseOut,VN,None
SKU00984,VitalMeal,Zero,FB,BOX,1525,Active,BR,None
SKU00985,EcoPure,Classic,FB,BAG,1014,PhaseOut,FR,None
SKU00986,VitalMeal,Zero,VM,BAG,178,Active,BR,None
SKU00987,VitalMeal,Vegan,VM,BOX,1164,Active,BR,None
SKU00988,EcoPure,Zero,FB,SACH,1677,Active,VN,None
SKU00989,VitalMeal,Zero,FB,BAG,1648,Active,MA,Duplicate
SKU00990,EcoPure,Vegan,EP,BAG,78,New,FR,None
SKU00991,VitalMeal,Classic,NB,SACH,771,Active,MA,None
SKU00992,EcoPure,Zero,VM,SACH,1597,New,BR,None
SKU00993,VitalMeal,Zero,FB,BOX,382,PhaseOut,BR,Bad Unit
SKU00994,VitalMeal,Vegan,VM,SACH,1370,PhaseOut,MA,Missing Brand
SKU00995,NutriBox,Classic,VM,SACH,1203,New,MA,Bad Unit
SKU00996,NutriBox,Zero,FB,SACH,1366,PhaseOut,VN,None
SKU00997,VitalMeal,Vegan,EP,BOX,1246,PhaseOut,MA,Missing Brand
SKU00998,VitalMeal,Zero,VM,BOX,1793,Active,MA,None
SKU00999,FreshBite,Kids,EP,BAG,993,Active,VN,None
SKU01000,EcoPure,Vegan,FB,BOX,1097,Active,MA,None
SKU01001,FreshBite,Classic,NB,BAG,1172,New,BR,None
SKU01002,NutriBox,Classic,NB,SACH,1479,New,MA,Duplicate
SKU01003,NutriBox,Classic,VM,BAG,405,PhaseOut,FR,Bad Unit
SKU01004,NutriBox,Classic,FB,BAG,188,Active,BR,None
SKU01005,NutriBox,Zero,EP,SACH,1576,New,VN,None
SKU01006,VitalMeal,Zero,VM,BAG,1899,New,BR,None
SKU01007,NutriBox,Classic,FB,BOX,1247,Active,VN,None
SKU01008,VitalMeal,Classic,FB,BOX,78,New,FR,None
SKU01009,VitalMeal,Classic,EP,BOX,980,Active,FR,Duplicate
SKU01010,NutriBox,Zero,VM,BOX,545,PhaseOut,BR,Wrong Weight
SKU01011,NutriBox,Classic,FB,BAG,1063,PhaseOut,MA,None
SKU01012,EcoPure,Classic,FB,BAG,704,PhaseOut,BR,Bad Unit
SKU01013,FreshBite,Kids,FB,SACH,877,Active,BR,None
SKU01014,NutriBox,Kids,EP,BAG,400,New,FR,None
SKU01015,EcoPure,Classic,VM,BAG,603,PhaseOut,VN,None
SKU01016,EcoPure,Vegan,VM,BAG,348,PhaseOut,BR,None
SKU01017,FreshBite,Classic,VM,SACH,1793,PhaseOut,MA,Missing Brand
SKU01018,VitalMeal,Kids,VM,BOX,1915,New,FR,None
SKU01019,NutriBox,Vegan,NB,BAG,1265,New,BR,None
SKU01020,FreshBite,Vegan,NB,SACH,1745,Active,BR,None
SKU01021,NutriBox,Classic,VM,SACH,113,PhaseOut,MA,Wrong Weight
SKU01022,EcoPure,Kids,EP,SACH,804,New,BR,None
SKU01023,EcoPure,Kids,NB,BOX,819,Active,BR,Missing Brand
SKU01024,VitalMeal,Vegan,FB,BAG,1737,PhaseOut,BR,Missing Brand
SKU01025,EcoPure,Classic,NB,SACH,1288,New,BR,None
SKU01026,EcoPure,Zero,FB,BOX,883,New,MA,None
SKU01027,FreshBite,Zero,VM,SACH,215,Active,BR,Bad Unit
SKU01028,NutriBox,Kids,NB,SACH,1616,PhaseOut,BR,None
SKU01029,NutriBox,Zero,EP,SACH,1956,PhaseOut,BR,Duplicate
SKU01030,FreshBite,Kids,NB,SACH,1305,New,FR,None
SKU01031,VitalMeal,Kids,NB,SACH,1867,PhaseOut,MA,None
SKU01032,NutriBox,Kids,NB,BOX,1614,Active,FR,Bad Unit
SKU01033,EcoPure,Zero,VM,BAG,1268,New,FR,Bad Unit
SKU01034,NutriBox,Kids,EP,BAG,555,New,MA,Wrong Weight
SKU01035,EcoPure,Vegan,NB,BAG,1407,Active,FR,None
SKU01036,VitalMeal,Classic,EP,BAG,1841,New,FR,Duplicate
SKU01037,FreshBite,Classic,VM,BOX,842,PhaseOut,FR,Bad Unit
SKU01038,NutriBox,Kids,FB,BOX,1377,PhaseOut,MA,Bad Unit
SKU01039,FreshBite,Classic,NB,BOX,882,New,BR,None
SKU01040,NutriBox,Zero,EP,SACH,1510,Active,VN,None
SKU01041,EcoPure,Zero,EP,SACH,1396,Active,VN,Duplicate
SKU01042,FreshBite,Classic,VM,SACH,1575,PhaseOut,MA,None
SKU01043,NutriBox,Zero,NB,BAG,907,Active,VN,None
SKU01044,EcoPure,Classic,FB,SACH,1987,New,MA,None
SKU01045,FreshBite,Classic,EP,BAG,1466,New,MA,None
SKU01046,FreshBite,Classic,NB,SACH,855,PhaseOut,VN,None
SKU01047,NutriBox,Kids,FB,BAG,1672,PhaseOut,FR,None
SKU01048,NutriBox,Classic,EP,SACH,1222,PhaseOut,BR,Bad Unit
SKU01049,NutriBox,Kids,EP,SACH,810,Active,VN,None
SKU01050,EcoPure,Classic,FB,BOX,882,New,VN,None
SKU01051,NutriBox,Classic,FB,SACH,1478,New,VN,None
SKU01052,FreshBite,Classic,VM,SACH,332,New,VN,None
SKU01053,FreshBite,Zero,NB,BOX,1435,PhaseOut,MA,None
SKU01054,NutriBox,Kids,NB,BAG,428,New,MA,Missing Brand
SKU01055,NutriBox,Kids,VM,BOX,247,Active,BR,None
SKU01056,VitalMeal,Classic,EP,BOX,1064,Active,BR,Duplicate
SKU01057,FreshBite,Classic,FB,BAG,1073,New,VN,None
SKU01058,EcoPure,Zero,FB,SACH,605,PhaseOut,VN,None
SKU01059,VitalMeal,Zero,FB,BAG,405,New,VN,None
SKU01060,NutriBox,Zero,EP,SACH,1613,Active,BR,None
SKU01061,NutriBox,Kids,FB,SACH,1502,Active,VN,Missing Brand
SKU01062,FreshBite,Kids,FB,BAG,1090,Active,FR,Bad Unit
SKU01063,NutriBox,Kids,VM,BOX,688,New,BR,None
SKU01064,EcoPure,Classic,EP,BAG,428,Active,FR,None
SKU01065,FreshBite,Kids,NB,SACH,729,PhaseOut,VN,None
SKU01066,NutriBox,Vegan,VM,BAG,555,New,MA,None
SKU01067,FreshBite,Vegan,VM,BAG,1829,New,FR,Wrong Weight
SKU01068,NutriBox,Zero,NB,SACH,948,Active,BR,None
SKU01069,NutriBox,Kids,VM,BOX,125,Active,FR,Missing Brand
SKU01070,NutriBox,Vegan,EP,BAG,280,PhaseOut,BR,None
SKU01071,EcoPure,Zero,FB,SACH,1789,New,VN,None
SKU01072,EcoPure,Kids,EP,SACH,1011,Active,FR,None
SKU01073,FreshBite,Classic,NB,BAG,1321,PhaseOut,MA,None
SKU01074,NutriBox,Vegan,NB,BOX,351,Active,FR,Missing Brand
SKU01075,NutriBox,Classic,VM,BAG,775,New,MA,None
SKU01076,EcoPure,Kids,EP,BOX,264,Active,BR,Missing Brand
SKU01077,NutriBox,Vegan,EP,BOX,1231,New,VN,None
SKU01078,EcoPure,Kids,NB,BOX,118,Active,VN,Wrong Weight
SKU01079,NutriBox,Classic,EP,BOX,442,New,MA,None
SKU01080,FreshBite,Vegan,NB,BAG,1158,PhaseOut,BR,Bad Unit
SKU01081,NutriBox,Classic,EP,SACH,316,New,VN,Bad Unit
SKU01082,NutriBox,Kids,EP,SACH,1142,PhaseOut,BR,Wrong Weight
SKU01083,VitalMeal,Kids,EP,SACH,660,New,MA,None
SKU01084,EcoPure,Classic,NB,SACH,1420,PhaseOut,MA,Missing Brand
SKU01085,NutriBox,Vegan,VM,SACH,1058,Active,FR,None
SKU01086,NutriBox,Classic,EP,SACH,1011,New,VN,None
SKU01087,VitalMeal,Kids,NB,BAG,777,Active,VN,None
SKU01088,VitalMeal,Classic,NB,BOX,722,PhaseOut,FR,None
SKU01089,EcoPure,Kids,EP,SACH,472,New,MA,Wrong Weight
SKU01090,VitalMeal,Classic,EP,BAG,1679,New,MA,None
SKU01091,FreshBite,Vegan,VM,SACH,1247,Active,MA,None
SKU01092,VitalMeal,Vegan,NB,SACH,1750,New,MA,None
SKU01093,FreshBite,Classic,NB,BOX,164,New,BR,None
SKU01094,EcoPure,Classic,FB,BOX,269,Active,VN,None
SKU01095,EcoPure,Vegan,NB,BOX,80,New,VN,None
SKU01096,EcoPure,Kids,VM,SACH,1596,Active,MA,None
SKU01097,EcoPure,Vegan,FB,SACH,1416,Active,MA,None
SKU01098,EcoPure,Kids,FB,SACH,1450,Active,MA,Duplicate
SKU01099,FreshBite,Classic,FB,BOX,1203,Active,VN,Missing Brand
SKU01100,FreshBite,Classic,EP,BAG,666,Active,VN,Wrong Weight
SKU01101,EcoPure,Kids,EP,SACH,588,PhaseOut,MA,None
SKU01102,VitalMeal,Classic,NB,SACH,788,PhaseOut,BR,None
SKU01103,NutriBox,Kids,FB,SACH,1075,Active,FR,None
SKU01104,EcoPure,Zero,VM,BAG,920,PhaseOut,FR,None
SKU01105,VitalMeal,Vegan,EP,SACH,150,PhaseOut,FR,None
SKU01106,NutriBox,Zero,VM,BAG,1606,New,VN,None
SKU01107,EcoPure,Kids,VM,SACH,1131,Active,VN,None
SKU01108,EcoPure,Vegan,EP,BAG,1462,PhaseOut,FR,None
SKU01109,FreshBite,Kids,EP,SACH,741,New,FR,Bad Unit
SKU01110,NutriBox,Vegan,EP,BOX,990,New,BR,None
SKU01111,NutriBox,Vegan,EP,BOX,390,Active,VN,None
SKU01112,VitalMeal,Vegan,FB,BOX,910,Active,VN,None
SKU01113,FreshBite,Vegan,FB,BOX,1093,New,FR,None
SKU01114,FreshBite,Kids,FB,SACH,1328,Active,BR,None
SKU01115,FreshBite,Vegan,FB,BOX,1390,Active,BR,None
SKU01116,FreshBite,Vegan,NB,BAG,87,New,FR,None
SKU01117,NutriBox,Zero,FB,BOX,709,New,FR,Bad Unit
SKU01118,NutriBox,Classic,EP,BOX,1610,Active,VN,Missing Brand
SKU01119,EcoPure,Classic,VM,BOX,1459,PhaseOut,FR,None
SKU01120,EcoPure,Zero,FB,SACH,1706,Active,MA,None
SKU01121,FreshBite,Zero,NB,BOX,977,PhaseOut,BR,None
SKU01122,FreshBite,Kids,EP,BAG,1099,New,FR,Missing Brand
SKU01123,FreshBite,Kids,VM,BOX,503,PhaseOut,MA,None
SKU01124,EcoPure,Kids,VM,BOX,1754,New,BR,None
SKU01125,VitalMeal,Zero,FB,BOX,1396,Active,MA,None
SKU01126,VitalMeal,Zero,VM,BAG,786,Active,MA,None
SKU01127,EcoPure,Vegan,FB,BOX,1586,New,FR,Missing Brand
SKU01128,EcoPure,Kids,FB,BAG,868,New,BR,None
SKU01129,EcoPure,Kids,EP,BAG,822,New,MA,None
SKU01130,EcoPure,Kids,EP,BOX,62,Active,VN,None
SKU01131,EcoPure,Classic,NB,BAG,964,Active,BR,None
SKU01132,EcoPure,Vegan,EP,SACH,1981,PhaseOut,VN,Bad Unit
SKU01133,FreshBite,Kids,EP,BOX,1633,New,FR,Bad Unit
SKU01134,FreshBite,Kids,FB,BOX,970,PhaseOut,VN,None
SKU01135,FreshBite,Kids,EP,BAG,874,Active,BR,None
SKU01136,FreshBite,Classic,FB,BAG,420,PhaseOut,MA,None
SKU01137,EcoPure,Classic,FB,BOX,1364,PhaseOut,MA,None
SKU01138,VitalMeal,Zero,EP,SACH,381,Active,BR,None
SKU01139,NutriBox,Vegan,NB,BAG,1679,Active,MA,None
SKU01140,EcoPure,Zero,NB,BAG,310,New,VN,None
SKU01141,NutriBox,Vegan,VM,SACH,1863,PhaseOut,MA,None
SKU01142,VitalMeal,Classic,VM,SACH,1944,Active,MA,None
