Date,SKU,Promo_Flag,Promo_Type,Discount_Rate
2023-08-22,MA-SKU-0167,0,Display,0.09
2024-04-09,MA-SKU-0165,0,Discount,0.05
2023-08-11,MA-SKU-0084,1,Display,0.29
2024-09-22,MA-SKU-0136,1,Bundle,0.26
2023-09-21,MA-SKU-0188,0,Discount,0.07
2023-07-26,MA-SKU-0001,0,Display,0.2
2024-08-29,MA-SKU-0105,0,Bundle,0.11
2024-01-01,MA-SKU-0071,1,Bundle,0.12
2023-10-03,MA-SKU-0125,0,Bundle,0.27
2024-01-15,MA-SKU-0169,1,Discount,0.08
2023-11-05,MA-SKU-0204,0,Discount,0.2
2024-09-22,MA-SKU-0194,0,Discount,0.15
2023-09-25,MA-SKU-0157,0,Discount,0.1
2023-03-05,MA-SKU-0140,1,Bundle,0.16
2023-12-16,MA-SKU-0274,0,Bundle,0.29
2024-05-08,MA-SKU-0006,1,Discount,0.25
2024-06-06,MA-SKU-0053,0,Discount,0.08
2023-04-08,MA-SKU-0103,1,Bundle,0.26
2023-03-12,MA-SKU-0060,1,Display,0.28
2023-12-30,MA-SKU-0086,0,Display,0.12
2024-07-23,MA-SKU-0257,1,Bundle,0.13
2023-10-03,MA-SKU-0177,0,Discount,0.08
2023-02-19,MA-SKU-0241,0,Discount,0.14
2023-12-24,MA-SKU-0202,0,Bundle,0.22
2024-12-28,MA-SKU-0030,1,Display,0.12
2024-07-17,MA-SKU-0288,1,Bundle,0.05
2024-04-29,MA-SKU-0079,0,Bundle,0.13
2023-03-25,MA-SKU-0010,1,Bundle,0.16
2024-09-29,MA-SKU-0253,0,Discount,0.19
2024-08-06,MA-SKU-0286,1,Discount,0.22
2023-10-23,MA-SKU-0175,0,Discount,0.07
2023-08-24,MA-SKU-0125,0,Display,0.17
2023-02-25,MA-SKU-0046,0,Bundle,0.12
2023-12-26,MA-SKU-0205,0,Bundle,0.29
2023-04-20,MA-SKU-0106,0,Display,0.14
2023-07-11,MA-SKU-0274,0,Discount,0.08
2023-04-03,MA-SKU-0122,0,Bundle,0.06
2024-07-21,MA-SKU-0133,1,Display,0.12
2023-03-01,MA-SKU-0106,0,Discount,0.09
2024-10-11,MA-SKU-0049,1,Discount,0.21
2023-02-08,MA-SKU-0094,0,Bundle,0.26
2024-06-23,MA-SKU-0267,0,Discount,0.13
2023-02-18,MA-SKU-0022,0,Display,0.19
2024-02-24,MA-SKU-0053,1,Discount,0.23
2024-09-28,MA-SKU-0253,1,Bundle,0.15
2023-01-13,MA-SKU-0234,0,Display,0.07
2023-02-05,MA-SKU-0058,0,Discount,0.11
2023-04-11,MA-SKU-0163,0,Discount,0.27
2023-03-27,MA-SKU-0258,0,Discount,0.26
2024-05-30,MA-SKU-0215,1,Display,0.07
2023-08-11,MA-SKU-0182,0,Discount,0.11
2023-12-04,MA-SKU-0056,0,Bundle,0.24
2023-06-15,MA-SKU-0144,1,Display,0.17
2024-01-18,MA-SKU-0089,1,Display,0.24
2024-01-11,MA-SKU-0044,0,Discount,0.1
2024-04-15,MA-SKU-0256,0,Display,0.29
2024-10-03,MA-SKU-0020,0,Bundle,0.25
2023-01-31,MA-SKU-0020,0,Display,0.1
2024-01-10,MA-SKU-0051,0,Bundle,0.19
2023-01-11,MA-SKU-0170,1,Discount,0.08
2023-10-29,MA-SKU-0066,1,Display,0.14
2023-04-06,MA-SKU-0112,0,Bundle,0.21
2023-07-09,MA-SKU-0299,0,Discount,0.13
2024-03-28,MA-SKU-0159,0,Bundle,0.21
2023-07-11,MA-SKU-0265,0,Display,0.11
2024-04-30,MA-SKU-0231,0,Display,0.23
2023-09-23,MA-SKU-0067,0,Bundle,0.14
2024-02-28,MA-SKU-0027,0,Discount,0.25
2023-05-08,MA-SKU-0115,0,Discount,0.08
2023-08-26,MA-SKU-0050,0,Discount,0.14
2023-12-21,MA-SKU-0180,0,Discount,0.17
2023-04-22,MA-SKU-0259,0,Bundle,0.16
2024-03-21,MA-SKU-0078,0,Display,0.16
2023-12-09,MA-SKU-0272,0,Bundle,0.16
2023-05-25,MA-SKU-0107,0,Display,0.3
2023-03-06,MA-SKU-0073,0,Display,0.1
2023-09-04,MA-SKU-0174,1,Bundle,0.24
2024-05-04,MA-SKU-0183,0,Bundle,0.19
2024-03-14,MA-SKU-0022,0,Discount,0.15
2023-04-16,MA-SKU-0273,0,Display,0.21
2023-06-30,MA-SKU-0128,0,Discount,0.26
2023-07-03,MA-SKU-0290,1,Discount,0.17
2023-08-14,MA-SKU-0185,1,Bundle,0.27
2023-03-30,MA-SKU-0058,0,Discount,0.07
2024-11-18,MA-SKU-0000,0,Discount,0.21
2024-06-13,MA-SKU-0130,0,Discount,0.13
2024-01-06,MA-SKU-0066,0,Bundle,0.15
2024-02-03,MA-SKU-0292,0,Discount,0.19
2023-04-16,MA-SKU-0284,0,Discount,0.17
2023-09-28,MA-SKU-0088,0,Bundle,0.15
2024-05-17,MA-SKU-0099,0,Bundle,0.13
2024-11-09,MA-SKU-0188,1,Bundle,0.2
2024-06-08,MA-SKU-0240,0,Display,0.18
2023-02-01,MA-SKU-0269,0,Bundle,0.13
2024-01-28,MA-SKU-0218,0,Display,0.1
2023-02-09,MA-SKU-0175,0,Bundle,0.24
2024-10-21,MA-SKU-0232,1,Bundle,0.25
2023-08-06,MA-SKU-0150,0,Bundle,0.1
2024-12-31,MA-SKU-0276,1,Display,0.12
2023-03-23,MA-SKU-0228,0,Discount,0.11
2024-12-20,MA-SKU-0170,1,Bundle,0.27
2023-07-20,MA-SKU-0222,1,Display,0.24
2024-03-22,MA-SKU-0212,0,Bundle,0.07
2024-03-03,MA-SKU-0281,0,Discount,0.26
2023-02-07,MA-SKU-0040,1,Display,0.06
2023-07-30,MA-SKU-0121,0,Bundle,0.11
2024-03-19,MA-SKU-0226,0,Bundle,0.28
2023-11-23,MA-SKU-0293,0,Bundle,0.27
2023-08-15,MA-SKU-0087,0,Discount,0.25
2023-02-17,MA-SKU-0266,0,Display,0.16
2023-01-18,MA-SKU-0028,0,Bundle,0.13
2024-03-14,MA-SKU-0246,0,Bundle,0.27
2024-12-08,MA-SKU-0243,0,Display,0.21
2023-07-06,MA-SKU-0060,1,Discount,0.12
2023-12-11,MA-SKU-0146,0,Discount,0.17
2023-08-12,MA-SKU-0173,1,Discount,0.27
2024-05-02,MA-SKU-0277,1,Discount,0.28
2023-08-17,MA-SKU-0141,1,Discount,0.21
2024-01-25,MA-SKU-0043,1,Bundle,0.23
2024-08-11,MA-SKU-0143,1,Bundle,0.06
2023-07-07,MA-SKU-0054,1,Bundle,0.2
2023-09-27,MA-SKU-0160,0,Display,0.22
2024-08-29,MA-SKU-0284,0,Discount,0.06
2023-11-06,MA-SKU-0197,1,Display,0.26
2023-05-12,MA-SKU-0158,0,Discount,0.28
2024-07-04,MA-SKU-0079,1,Discount,0.11
2023-03-13,MA-SKU-0030,1,Display,0.26
2024-11-02,MA-SKU-0111,0,Bundle,0.22
2023-07-06,MA-SKU-0045,1,Display,0.2
2024-04-30,MA-SKU-0204,0,Bundle,0.26
2023-07-10,MA-SKU-0051,0,Discount,0.12
2024-02-26,MA-SKU-0137,0,Bundle,0.25
2023-04-30,MA-SKU-0073,0,Discount,0.13
2023-08-08,MA-SKU-0040,0,Discount,0.25
2023-02-22,MA-SKU-0076,0,Bundle,0.16
2024-03-26,MA-SKU-0186,0,Discount,0.08
2024-02-16,MA-SKU-0051,1,Bundle,0.15
2024-10-04,MA-SKU-0086,0,Display,0.11
2023-08-25,MA-SKU-0108,0,Discount,0.08
2024-12-20,MA-SKU-0224,0,Discount,0.08
2024-02-10,MA-SKU-0247,1,Display,0.25
2024-08-30,MA-SKU-0068,1,Discount,0.27
2024-02-26,MA-SKU-0119,0,Display,0.28
2024-12-12,MA-SKU-0066,0,Display,0.26
2023-09-04,MA-SKU-0060,1,Discount,0.26
2023-03-13,MA-SKU-0190,0,Display,0.07
2023-07-04,MA-SKU-0188,0,Display,0.25
2023-01-06,MA-SKU-0150,0,Display,0.25
2023-07-25,MA-SKU-0285,0,Discount,0.08
2024-06-27,MA-SKU-0095,1,Display,0.22
2024-09-02,MA-SKU-0262,0,Bundle,0.16
2024-01-22,MA-SKU-0096,0,Bundle,0.28
2024-11-29,MA-SKU-0112,0,Display,0.22
2023-03-17,MA-SKU-0124,1,Bundle,0.29
2023-06-26,MA-SKU-0131,1,Discount,0.08
2023-12-15,MA-SKU-0120,1,Display,0.06
2023-09-12,MA-SKU-0196,0,Discount,0.29
2024-12-02,MA-SKU-0293,0,Bundle,0.07
2023-11-04,MA-SKU-0121,1,Bundle,0.15
2023-12-11,MA-SKU-0281,0,Bundle,0.21
2023-05-07,MA-SKU-0259,1,Bundle,0.27
2023-10-14,MA-SKU-0038,0,Discount,0.11
2024-12-25,MA-SKU-0053,0,Display,0.06
2024-08-18,MA-SKU-0160,0,Discount,0.18
2024-05-01,MA-SKU-0288,1,Display,0.17
2024-01-18,MA-SKU-0199,1,Bundle,0.13
2024-02-10,MA-SKU-0275,0,Bundle,0.27
2024-01-23,MA-SKU-0015,0,Bundle,0.24
2024-06-08,MA-SKU-0172,1,Bundle,0.26
2024-07-10,MA-SKU-0247,0,Discount,0.09
2024-09-30,MA-SKU-0217,1,Display,0.22
2024-09-17,MA-SKU-0086,0,Display,0.29
2023-10-03,MA-SKU-0081,0,Bundle,0.2
2024-05-14,MA-SKU-0061,0,Discount,0.09
2024-12-17,MA-SKU-0286,0,Bundle,0.3
2023-12-03,MA-SKU-0041,0,Display,0.18
2024-04-25,MA-SKU-0011,0,Display,0.26
2023-09-30,MA-SKU-0233,0,Discount,0.09
2023-02-27,MA-SKU-0130,0,Display,0.22
2023-11-24,MA-SKU-0114,0,Discount,0.28
2024-12-31,MA-SKU-0217,1,Bundle,0.18
2023-04-19,MA-SKU-0136,0,Bundle,0.12
2023-10-06,MA-SKU-0105,0,Discount,0.08
2024-11-16,MA-SKU-0178,0,Bundle,0.12
2023-11-24,MA-SKU-0015,0,Discount,0.14
2023-11-11,MA-SKU-0241,1,Bundle,0.23
2024-04-18,MA-SKU-0225,0,Bundle,0.09
2023-04-21,MA-SKU-0241,1,Display,0.08
2024-11-29,MA-SKU-0140,0,Display,0.15
2023-08-17,MA-SKU-0198,0,Discount,0.16
2024-05-11,MA-SKU-0111,0,Bundle,0.21
2023-06-05,MA-SKU-0126,1,Bundle,0.23
2024-04-17,MA-SKU-0020,1,Bundle,0.27
2024-12-01,MA-SKU-0146,0,Display,0.12
2023-09-29,MA-SKU-0088,1,Discount,0.18
2023-01-02,MA-SKU-0202,0,Discount,0.14
2024-12-22,MA-SKU-0084,1,Discount,0.05
2024-05-25,MA-SKU-0166,0,Bundle,0.19
2023-10-13,MA-SKU-0071,0,Discount,0.25
2023-01-13,MA-SKU-0297,0,Display,0.06
2024-08-30,MA-SKU-0008,1,Display,0.05
2024-05-12,MA-SKU-0280,1,Discount,0.23
2023-08-26,MA-SKU-0257,1,Bundle,0.22
2023-04-04,MA-SKU-0274,1,Display,0.15
2023-12-04,MA-SKU-0237,0,Display,0.22
2023-06-20,MA-SKU-0019,1,Bundle,0.29
2024-08-28,MA-SKU-0232,1,Bundle,0.11
2024-10-22,MA-SKU-0220,0,Discount,0.11
2024-09-15,MA-SKU-0016,0,Display,0.1
2024-07-20,MA-SKU-0088,0,Display,0.23
2024-04-11,MA-SKU-0195,1,Discount,0.14
2024-09-19,MA-SKU-0083,1,Discount,0.3
2023-05-23,MA-SKU-0086,1,Display,0.23
2023-07-20,MA-SKU-0153,1,Display,0.14
2023-06-29,MA-SKU-0227,1,Bundle,0.09
2024-12-14,MA-SKU-0263,1,Bundle,0.2
2023-12-30,MA-SKU-0222,1,Display,0.12
2024-04-23,MA-SKU-0120,0,Display,0.28
2024-07-18,MA-SKU-0172,0,Bundle,0.16
2024-04-15,MA-SKU-0003,0,Discount,0.12
2024-01-19,MA-SKU-0127,1,Discount,0.2
2024-11-22,MA-SKU-0109,0,Display,0.08
2024-02-21,MA-SKU-0036,0,Display,0.19
2023-11-04,MA-SKU-0070,0,Bundle,0.06
2024-10-10,MA-SKU-0288,0,Display,0.2
2024-11-24,MA-SKU-0030,0,Discount,0.18
2024-01-02,MA-SKU-0267,0,Bundle,0.18
2023-01-01,MA-SKU-0010,0,Bundle,0.22
2023-02-13,MA-SKU-0031,0,Discount,0.06
2023-04-08,MA-SKU-0056,0,Discount,0.16
2024-12-20,MA-SKU-0165,0,Bundle,0.16
2023-09-22,MA-SKU-0187,0,Display,0.16
2023-05-20,MA-SKU-0018,0,Discount,0.29
2024-04-25,MA-SKU-0115,0,Bundle,0.08
2023-08-25,MA-SKU-0183,0,Display,0.22
2023-03-13,MA-SKU-0269,1,Display,0.15
2024-10-28,MA-SKU-0032,0,Bundle,0.18
2023-07-09,MA-SKU-0009,0,Discount,0.24
2023-09-25,MA-SKU-0079,0,Display,0.09
2023-11-17,MA-SKU-0191,0,Discount,0.24
2023-04-17,MA-SKU-0189,0,Bundle,0.07
2023-08-20,MA-SKU-0067,0,Discount,0.17
2023-02-11,MA-SKU-0124,0,Display,0.24
2024-12-02,MA-SKU-0058,0,Bundle,0.1
2023-05-19,MA-SKU-0096,0,Display,0.24
2024-09-06,MA-SKU-0274,1,Display,0.09
2024-11-13,MA-SKU-0148,0,Bundle,0.25
2023-09-30,MA-SKU-0277,1,Bundle,0.17
2024-04-25,MA-SKU-0264,0,Discount,0.22
2024-02-20,MA-SKU-0008,0,Bundle,0.28
2024-05-20,MA-SKU-0282,0,Discount,0.15
2024-12-25,MA-SKU-0272,1,Bundle,0.11
2024-02-28,MA-SKU-0007,0,Display,0.27
2024-02-11,MA-SKU-0207,0,Discount,0.09
2024-07-21,MA-SKU-0124,0,Bundle,0.21
2024-01-25,MA-SKU-0122,0,Discount,0.28
2023-12-08,MA-SKU-0032,1,Discount,0.22
2024-09-05,MA-SKU-0000,0,Discount,0.1
2024-05-07,MA-SKU-0203,0,Display,0.09
2023-07-11,MA-SKU-0005,0,Bundle,0.11
2024-05-13,MA-SKU-0296,0,Bundle,0.15
2024-12-12,MA-SKU-0004,0,Discount,0.09
2023-08-21,MA-SKU-0079,0,Bundle,0.25
2023-08-15,MA-SKU-0273,0,Display,0.14
2024-01-06,MA-SKU-0176,1,Discount,0.28
2023-05-19,MA-SKU-0135,0,Display,0.26
2023-05-29,MA-SKU-0024,1,Display,0.28
2023-04-25,MA-SKU-0182,0,Bundle,0.12
2024-03-25,MA-SKU-0167,0,Bundle,0.19
2023-03-04,MA-SKU-0177,0,Discount,0.13
2023-04-14,MA-SKU-0094,1,Display,0.11
2024-10-29,MA-SKU-0032,0,Bundle,0.2
2023-09-30,MA-SKU-0110,0,Discount,0.25
2023-01-06,MA-SKU-0145,0,Discount,0.07
2023-05-27,MA-SKU-0230,1,Bundle,0.12
2023-07-03,MA-SKU-0271,0,Display,0.1
2023-01-28,MA-SKU-0037,0,Discount,0.25
2024-07-03,MA-SKU-0134,0,Bundle,0.28
2023-04-29,MA-SKU-0234,1,Discount,0.07
2023-10-20,MA-SKU-0159,1,Bundle,0.14
2024-01-06,MA-SKU-0037,0,Discount,0.28
2023-09-01,MA-SKU-0149,0,Display,0.14
2024-08-02,MA-SKU-0028,1,Discount,0.23
2024-12-26,MA-SKU-0143,1,Bundle,0.08
2023-08-06,MA-SKU-0075,0,Bundle,0.16
2023-06-26,MA-SKU-0144,1,Bundle,0.18
2023-10-26,MA-SKU-0228,0,Display,0.24
2024-11-06,MA-SKU-0063,0,Bundle,0.12
2023-02-27,MA-SKU-0268,1,Bundle,0.12
2023-09-26,MA-SKU-0183,0,Display,0.13
2023-11-04,MA-SKU-0260,1,Bundle,0.19
2024-07-23,MA-SKU-0267,0,Bundle,0.27
2023-10-15,MA-SKU-0168,0,Display,0.26
2023-04-15,MA-SKU-0258,1,Discount,0.06
2023-08-16,MA-SKU-0226,0,Bundle,0.27
2023-09-04,MA-SKU-0032,0,Discount,0.07
2024-11-30,MA-SKU-0213,1,Display,0.15
2024-05-08,MA-SKU-0049,0,Bundle,0.24
2023-03-24,MA-SKU-0209,0,Bundle,0.07
2023-07-05,MA-SKU-0028,1,Display,0.06
2023-09-09,MA-SKU-0038,0,Bundle,0.13
2023-12-21,MA-SKU-0099,1,Discount,0.23
2024-11-26,MA-SKU-0172,1,Discount,0.18
2023-07-29,MA-SKU-0016,0,Display,0.15
2024-08-31,MA-SKU-0055,0,Bundle,0.25
2024-03-22,MA-SKU-0225,1,Bundle,0.24
2024-04-04,MA-SKU-0045,0,Display,0.25
2024-04-16,MA-SKU-0066,0,Discount,0.16
2024-12-20,MA-SKU-0196,0,Discount,0.05
2024-01-05,MA-SKU-0141,0,Display,0.09
2024-05-06,MA-SKU-0022,0,Bundle,0.24
2023-05-17,MA-SKU-0093,1,Discount,0.24
2024-01-02,MA-SKU-0241,1,Bundle,0.29
2023-07-03,MA-SKU-0236,0,Discount,0.1
2024-08-10,MA-SKU-0053,0,Bundle,0.08
2023-10-14,MA-SKU-0137,0,Discount,0.08
2024-04-16,MA-SKU-0271,0,Bundle,0.1
2024-01-10,MA-SKU-0040,1,Display,0.18
2024-10-15,MA-SKU-0097,1,Discount,0.29
2024-06-20,MA-SKU-0182,1,Display,0.2
2024-05-25,MA-SKU-0127,0,Discount,0.18
2024-08-01,MA-SKU-0228,0,Discount,0.22
2023-09-07,MA-SKU-0085,0,Discount,0.07
2024-05-24,MA-SKU-0255,0,Bundle,0.25
2024-09-21,MA-SKU-0208,0,Discount,0.21
2023-03-14,MA-SKU-0214,1,Display,0.09
2023-10-09,MA-SKU-0099,1,Bundle,0.21
2023-12-26,MA-SKU-0048,1,Bundle,0.2
2023-01-10,MA-SKU-0200,1,Discount,0.07
2023-07-30,MA-SKU-0257,0,Bundle,0.12
2023-06-01,MA-SKU-0177,0,Discount,0.15
2023-01-05,MA-SKU-0244,0,Display,0.11
2023-07-14,MA-SKU-0122,0,Bundle,0.11
2023-10-10,MA-SKU-0170,0,Bundle,0.19
2024-04-08,MA-SKU-0135,1,Display,0.17
2023-04-23,MA-SKU-0058,0,Display,0.22
2023-09-28,MA-SKU-0192,0,Discount,0.29
2023-06-12,MA-SKU-0267,0,Bundle,0.22
2024-04-04,MA-SKU-0259,0,Display,0.2
2023-04-15,MA-SKU-0094,0,Bundle,0.26
2024-11-23,MA-SKU-0124,0,Display,0.21
2024-07-09,MA-SKU-0040,0,Bundle,0.09
2023-10-09,MA-SKU-0253,1,Display,0.13
2024-11-17,MA-SKU-0006,0,Bundle,0.23
2023-06-11,MA-SKU-0215,0,Discount,0.23
2023-12-17,MA-SKU-0068,0,Bundle,0.3
2024-03-09,MA-SKU-0068,1,Discount,0.21
2023-05-20,MA-SKU-0080,0,Discount,0.27
2024-04-15,MA-SKU-0029,1,Discount,0.06
2023-05-12,MA-SKU-0072,1,Bundle,0.19
2023-03-28,MA-SKU-0261,1,Bundle,0.28
2024-11-18,MA-SKU-0088,0,Discount,0.12
2023-07-02,MA-SKU-0207,0,Display,0.09
2024-01-03,MA-SKU-0212,0,Bundle,0.14
2023-05-09,MA-SKU-0265,0,Bundle,0.25
2023-09-03,MA-SKU-0292,0,Bundle,0.07
2024-08-23,MA-SKU-0206,1,Bundle,0.2
2024-07-31,MA-SKU-0076,1,Discount,0.08
2024-10-31,MA-SKU-0287,0,Display,0.16
2024-01-13,MA-SKU-0046,0,Display,0.29
2023-05-29,MA-SKU-0109,1,Display,0.1
2024-03-08,MA-SKU-0199,0,Display,0.06
2024-09-19,MA-SKU-0209,0,Discount,0.16
2024-12-26,MA-SKU-0153,0,Bundle,0.19
2024-04-13,MA-SKU-0009,1,Bundle,0.12
2024-03-21,MA-SKU-0156,0,Discount,0.19
2024-04-25,MA-SKU-0260,1,Bundle,0.29
2023-10-21,MA-SKU-0076,0,Discount,0.13
2023-05-23,MA-SKU-0256,0,Display,0.13
2023-09-07,MA-SKU-0130,0,Discount,0.17
2023-10-29,MA-SKU-0066,0,Bundle,0.18
2023-01-25,MA-SKU-0227,0,Bundle,0.05
2023-03-11,MA-SKU-0162,0,Bundle,0.2
2024-09-16,MA-SKU-0014,1,Display,0.3
2023-04-22,MA-SKU-0231,0,Discount,0.12
2023-12-30,MA-SKU-0194,1,Discount,0.21
2023-10-30,MA-SKU-0029,1,Bundle,0.05
2024-04-15,MA-SKU-0295,1,Discount,0.2
2023-04-01,MA-SKU-0219,1,Bundle,0.16
2024-06-13,MA-SKU-0146,0,Discount,0.18
2024-10-22,MA-SKU-0258,0,Display,0.19
2024-12-26,MA-SKU-0291,1,Display,0.09
2024-10-24,MA-SKU-0298,1,Discount,0.24
2023-07-11,MA-SKU-0142,1,Display,0.19
2024-07-05,MA-SKU-0234,0,Display,0.12
2023-08-30,MA-SKU-0114,0,Display,0.28
2023-05-18,MA-SKU-0089,0,Bundle,0.05
2023-12-11,MA-SKU-0207,1,Discount,0.23
2023-06-29,MA-SKU-0163,0,Discount,0.15
2024-12-12,MA-SKU-0083,0,Bundle,0.18
2024-05-17,MA-SKU-0076,0,Bundle,0.12
2023-07-22,MA-SKU-0160,0,Display,0.13
2024-07-26,MA-SKU-0004,0,Discount,0.05
2023-07-11,MA-SKU-0077,1,Bundle,0.23
2023-01-05,MA-SKU-0090,1,Display,0.23
2023-08-25,MA-SKU-0086,0,Discount,0.21
2024-11-23,MA-SKU-0269,0,Display,0.27
2023-11-07,MA-SKU-0103,1,Discount,0.28
2024-07-02,MA-SKU-0174,0,Display,0.19
2023-02-25,MA-SKU-0053,1,Discount,0.22
2024-03-18,MA-SKU-0210,0,Discount,0.05
2023-08-25,MA-SKU-0094,0,Discount,0.26
2023-07-16,MA-SKU-0222,0,Discount,0.25
2024-08-07,MA-SKU-0008,1,Display,0.06
2024-07-24,MA-SKU-0052,0,Bundle,0.19
2024-05-28,MA-SKU-0076,0,Discount,0.28
2024-03-24,MA-SKU-0205,0,Discount,0.1
2023-12-26,MA-SKU-0111,0,Discount,0.14
2024-11-30,MA-SKU-0164,0,Discount,0.13
2023-01-30,MA-SKU-0278,0,Display,0.14
2023-04-18,MA-SKU-0026,0,Bundle,0.06
2024-08-24,MA-SKU-0069,0,Bundle,0.12
2024-12-17,MA-SKU-0217,0,Bundle,0.12
2024-03-20,MA-SKU-0188,0,Display,0.27
2024-03-13,MA-SKU-0123,0,Bundle,0.14
2024-08-28,MA-SKU-0018,0,Display,0.16
2024-04-01,MA-SKU-0256,0,Display,0.15
2024-09-06,MA-SKU-0295,0,Discount,0.08
2024-11-28,MA-SKU-0021,0,Display,0.3
2024-11-26,MA-SKU-0039,0,Bundle,0.26
2024-05-09,MA-SKU-0037,0,Bundle,0.19
2024-11-04,MA-SKU-0047,0,Bundle,0.17
2023-09-04,MA-SKU-0182,0,Discount,0.21
2024-06-26,MA-SKU-0074,1,Discount,0.13
2024-07-17,MA-SKU-0208,1,Discount,0.06
2024-08-10,MA-SKU-0182,0,Display,0.15
2024-03-14,MA-SKU-0106,0,Bundle,0.3
2023-10-05,MA-SKU-0187,1,Display,0.1
2024-07-05,MA-SKU-0263,1,Display,0.18
2024-09-04,MA-SKU-0085,0,Bundle,0.05
2023-04-21,MA-SKU-0136,0,Discount,0.08
2024-01-20,MA-SKU-0094,0,Bundle,0.2
2023-07-10,MA-SKU-0244,0,Display,0.12
2024-05-04,MA-SKU-0089,0,Display,0.28
2024-11-24,MA-SKU-0058,0,Discount,0.15
2024-03-01,MA-SKU-0027,1,Display,0.1
2024-02-09,MA-SKU-0071,0,Display,0.19
2023-12-01,MA-SKU-0269,0,Bundle,0.25
2023-07-28,MA-SKU-0023,0,Discount,0.05
2023-01-22,MA-SKU-0111,0,Bundle,0.18
2024-11-08,MA-SKU-0299,0,Bundle,0.24
2024-09-02,MA-SKU-0055,0,Bundle,0.08
2023-07-27,MA-SKU-0222,0,Display,0.28
2023-01-08,MA-SKU-0119,0,Display,0.12
2024-12-02,MA-SKU-0178,1,Discount,0.09
2024-11-17,MA-SKU-0287,0,Display,0.2
2024-06-12,MA-SKU-0280,0,Discount,0.09
2024-08-24,MA-SKU-0188,0,Bundle,0.22
2024-10-14,MA-SKU-0065,0,Bundle,0.17
2024-10-18,MA-SKU-0297,0,Display,0.08
2023-06-15,MA-SKU-0248,0,Display,0.28
2024-05-10,MA-SKU-0075,0,Discount,0.22
2024-08-12,MA-SKU-0136,0,Display,0.19
2024-03-04,MA-SKU-0163,1,Display,0.14
2023-06-12,MA-SKU-0232,0,Display,0.08
2024-01-01,MA-SKU-0254,0,Bundle,0.23
2024-06-09,MA-SKU-0293,0,Display,0.25
2023-08-27,MA-SKU-0169,1,Display,0.08
2023-03-13,MA-SKU-0173,0,Bundle,0.17
2024-03-20,MA-SKU-0017,0,Bundle,0.17
2024-10-16,MA-SKU-0069,1,Bundle,0.14
2024-05-23,MA-SKU-0115,0,Bundle,0.25
2023-09-26,MA-SKU-0079,0,Display,0.07
2024-02-19,MA-SKU-0014,0,Display,0.1
2023-09-02,MA-SKU-0175,1,Display,0.05
2024-11-05,MA-SKU-0268,1,Discount,0.14
2023-03-01,MA-SKU-0118,1,Bundle,0.12
2023-01-06,MA-SKU-0298,1,Display,0.27
2024-12-09,MA-SKU-0187,1,Display,0.24
2024-07-23,MA-SKU-0056,0,Display,0.07
2024-02-11,MA-SKU-0198,1,Bundle,0.24
2023-08-05,MA-SKU-0016,0,Bundle,0.22
2023-01-26,MA-SKU-0287,0,Bundle,0.12
2023-01-05,MA-SKU-0054,0,Display,0.05
2024-06-15,MA-SKU-0268,0,Bundle,0.08
2024-01-25,MA-SKU-0086,1,Display,0.11
2024-12-10,MA-SKU-0028,0,Discount,0.25
2024-07-24,MA-SKU-0021,0,Bundle,0.17
2024-03-23,MA-SKU-0284,0,Bundle,0.28
2023-05-26,MA-SKU-0047,1,Display,0.25
2024-01-23,MA-SKU-0004,0,Bundle,0.12
2023-09-06,MA-SKU-0249,0,Bundle,0.26
2024-06-09,MA-SKU-0162,0,Display,0.08
2024-04-06,MA-SKU-0201,0,Display,0.06
2023-01-13,MA-SKU-0100,0,Display,0.2
2024-01-19,MA-SKU-0070,0,Discount,0.14
2024-07-09,MA-SKU-0162,1,Display,0.13
2024-02-03,MA-SKU-0172,0,Bundle,0.22
2023-01-19,MA-SKU-0140,0,Discount,0.26
2024-07-28,MA-SKU-0137,0,Display,0.13
2024-05-05,MA-SKU-0065,0,Discount,0.13
2024-02-23,MA-SKU-0197,0,Discount,0.18
2023-12-03,MA-SKU-0227,0,Bundle,0.21
2024-02-23,MA-SKU-0280,0,Discount,0.1
2024-09-03,MA-SKU-0171,1,Display,0.28
2024-11-05,MA-SKU-0039,0,Discount,0.21
2023-05-02,MA-SKU-0006,0,Discount,0.21
2024-03-07,MA-SKU-0173,0,Bundle,0.28
2023-02-13,MA-SKU-0150,0,Bundle,0.28
2023-11-13,MA-SKU-0210,0,Display,0.08
2024-01-16,MA-SKU-0085,0,Bundle,0.09
2023-05-25,MA-SKU-0252,1,Display,0.24
2023-11-23,MA-SKU-0020,0,Display,0.29
2023-12-29,MA-SKU-0256,0,Bundle,0.22
2023-02-19,MA-SKU-0032,1,Discount,0.15
2023-03-06,MA-SKU-0259,0,Bundle,0.22
2023-12-21,MA-SKU-0233,1,Discount,0.11
2023-06-13,MA-SKU-0002,0,Discount,0.3
2023-05-21,MA-SKU-0226,0,Display,0.16
2023-05-08,MA-SKU-0283,0,Display,0.28
2024-02-02,MA-SKU-0069,1,Bundle,0.16
2024-04-07,MA-SKU-0253,1,Discount,0.28
2023-07-06,MA-SKU-0143,0,Bundle,0.13
2024-12-20,MA-SKU-0023,0,Display,0.24
2023-07-09,MA-SKU-0233,0,Discount,0.29
2024-01-23,MA-SKU-0174,0,Bundle,0.21
