Date,Country,Channel,Brand,SKU,Actual_Units,Forecast_Units
2022-03-07,ES,Retail,NutriBox,NB-MC-001,91,94
2022-03-08,ES,Retail,NutriBox,NB-MC-001,114,114
2022-03-09,ES,Retail,NutriBox,NB-MC-001,112,110
2022-03-10,ES,Retail,NutriBox,NB-MC-001,146,143
2022-03-11,ES,Retail,NutriBox,NB-MC-001,91,96
2022-03-12,ES,Retail,NutriBox,NB-MC-001,59,60
2022-03-13,ES,Retail,NutriBox,NB-MC-001,98,93
2022-03-14,ES,Retail,NutriBox,NB-MC-001,104,108
2022-03-15,ES,Retail,NutriBox,NB-MC-001,129,113
2022-03-16,ES,Retail,NutriBox,NB-MC-001,104,103
2022-03-17,ES,Retail,NutriBox,NB-MC-001,133,118
2022-03-18,ES,Retail,NutriBox,NB-MC-001,97,93
2022-03-19,ES,Retail,NutriBox,NB-MC-001,91,84
2022-03-20,ES,Retail,NutriBox,NB-MC-001,86,100
2022-03-21,ES,Retail,NutriBox,NB-MC-001,71,86
2022-03-22,ES,Retail,NutriBox,NB-MC-001,64,67
2022-03-23,ES,Retail,NutriBox,NB-MC-001,72,80
2022-03-24,ES,Retail,NutriBox,NB-MC-001,94,98
2022-03-25,ES,Retail,NutriBox,NB-MC-001,145,133
2022-03-26,ES,Retail,NutriBox,NB-MC-001,109,109
2022-03-27,ES,Retail,NutriBox,NB-MC-001,98,75
2022-03-28,ES,Retail,NutriBox,NB-MC-001,82,64
2022-03-29,ES,Retail,NutriBox,NB-MC-001,90,79
2022-03-30,ES,Retail,NutriBox,NB-MC-001,83,84
2022-03-31,ES,Retail,NutriBox,NB-MC-001,67,82
2022-04-01,ES,Retail,NutriBox,NB-MC-001,102,106
2022-04-02,ES,Retail,NutriBox,NB-MC-001,94,100
2022-04-03,ES,Retail,NutriBox,NB-MC-001,138,132
2022-04-04,ES,Retail,NutriBox,NB-MC-001,97,95
2022-04-05,ES,Retail,NutriBox,NB-MC-001,59,65
2022-04-06,ES,Retail,NutriBox,NB-MC-001,70,76
2022-04-07,ES,Retail,NutriBox,NB-MC-001,130,130
2022-04-08,ES,Retail,NutriBox,NB-MC-001,65,87
2022-04-09,ES,Retail,NutriBox,NB-MC-001,78,85
2022-04-10,ES,Retail,NutriBox,NB-MC-001,97,103
2022-04-11,ES,Retail,NutriBox,NB-MC-001,110,107
2022-04-12,ES,Retail,NutriBox,NB-MC-001,83,76
2022-04-13,ES,Retail,NutriBox,NB-MC-001,57,58
2022-04-14,ES,Retail,NutriBox,NB-MC-001,98,84
2022-04-15,ES,Retail,NutriBox,NB-MC-001,90,81
2022-04-16,ES,Retail,NutriBox,NB-MC-001,86,90
2022-04-17,ES,Retail,NutriBox,NB-MC-001,143,144
2022-04-18,ES,Retail,NutriBox,NB-MC-001,72,83
2022-04-19,ES,Retail,NutriBox,NB-MC-001,94,103
2022-04-20,ES,Retail,NutriBox,NB-MC-001,86,110
2022-04-21,ES,Retail,NutriBox,NB-MC-001,100,107
2022-04-22,ES,Retail,NutriBox,NB-MC-001,75,89
2022-04-23,ES,Retail,NutriBox,NB-MC-001,104,116
2022-04-24,ES,Retail,NutriBox,NB-MC-001,95,69
2022-04-25,ES,Retail,NutriBox,NB-MC-001,96,81
2022-04-26,ES,Retail,NutriBox,NB-MC-001,107,118
2022-04-27,ES,Retail,NutriBox,NB-MC-001,65,66
2022-04-28,ES,Retail,NutriBox,NB-MC-001,91,95
2022-04-29,ES,Retail,NutriBox,NB-MC-001,113,106
2022-04-30,ES,Retail,NutriBox,NB-MC-001,93,99
2022-05-01,ES,Retail,NutriBox,NB-MC-001,113,114
2022-05-02,ES,Retail,NutriBox,NB-MC-001,97,94
2022-05-03,ES,Retail,NutriBox,NB-MC-001,98,93
2022-05-04,ES,Retail,NutriBox,NB-MC-001,94,103
2022-05-05,ES,Retail,NutriBox,NB-MC-001,103,105
2022-05-06,ES,Retail,NutriBox,NB-MC-001,102,106
2022-05-07,ES,Retail,NutriBox,NB-MC-001,101,112
2022-05-08,ES,Retail,NutriBox,NB-MC-001,115,105
2022-05-09,ES,Retail,NutriBox,NB-MC-001,105,115
2022-05-10,ES,Retail,NutriBox,NB-MC-001,94,108
2022-05-11,ES,Retail,NutriBox,NB-MC-001,94,108
2022-05-12,ES,Retail,NutriBox,NB-MC-001,81,84
2022-05-13,ES,Retail,NutriBox,NB-MC-001,104,112
2022-05-14,ES,Retail,NutriBox,NB-MC-001,105,102
2022-05-15,ES,Retail,NutriBox,NB-MC-001,63,64
2022-05-16,ES,Retail,NutriBox,NB-MC-001,70,79
2022-05-17,ES,Retail,NutriBox,NB-MC-001,93,94
2022-05-18,ES,Retail,NutriBox,NB-MC-001,137,141
2022-05-19,ES,Retail,NutriBox,NB-MC-001,98,116
2022-05-20,ES,Retail,NutriBox,NB-MC-001,100,119
2022-05-21,ES,Retail,NutriBox,NB-MC-001,101,93
2022-05-22,ES,Retail,NutriBox,NB-MC-001,68,69
2022-05-23,ES,Retail,NutriBox,NB-MC-001,105,92
2022-05-24,ES,Retail,NutriBox,NB-MC-001,114,96
2022-05-25,ES,Retail,NutriBox,NB-MC-001,118,110
2022-05-26,ES,Retail,NutriBox,NB-MC-001,65,53
2022-05-27,ES,Retail,NutriBox,NB-MC-001,132,130
2022-05-28,ES,Retail,NutriBox,NB-MC-001,142,121
2022-05-29,ES,Retail,NutriBox,NB-MC-001,78,100
2022-05-30,ES,Retail,NutriBox,NB-MC-001,59,70
2022-05-31,ES,Retail,NutriBox,NB-MC-001,74,65
2022-06-01,ES,Retail,NutriBox,NB-MC-001,133,142
2022-06-02,ES,Retail,NutriBox,NB-MC-001,122,164
2022-06-03,ES,Retail,NutriBox,NB-MC-001,144,154
2022-06-04,ES,Retail,NutriBox,NB-MC-001,148,168
2022-06-05,ES,Retail,NutriBox,NB-MC-001,173,170
2022-06-06,ES,Retail,NutriBox,NB-MC-001,132,131
2022-06-07,ES,Retail,NutriBox,NB-MC-001,126,148
2022-06-08,ES,Retail,NutriBox,NB-MC-001,146,131
2022-06-09,ES,Retail,NutriBox,NB-MC-001,140,151
2022-06-10,ES,Retail,NutriBox,NB-MC-001,155,148
2022-06-11,ES,Retail,NutriBox,NB-MC-001,151,150
2022-06-12,ES,Retail,NutriBox,NB-MC-001,161,141
2022-06-13,ES,Retail,NutriBox,NB-MC-001,104,134
2022-06-14,ES,Retail,NutriBox,NB-MC-001,144,133
2022-06-15,ES,Retail,NutriBox,NB-MC-001,128,126
2022-06-16,ES,Retail,NutriBox,NB-MC-001,147,137
2022-06-17,ES,Retail,NutriBox,NB-MC-001,185,178
2022-06-18,ES,Retail,NutriBox,NB-MC-001,169,193
2022-06-19,ES,Retail,NutriBox,NB-MC-001,201,193
2022-06-20,ES,Retail,NutriBox,NB-MC-001,190,185
2022-06-21,ES,Retail,NutriBox,NB-MC-001,143,143
2022-06-22,ES,Retail,NutriBox,NB-MC-001,137,142
2022-06-23,ES,Retail,NutriBox,NB-MC-001,134,122
2022-06-24,ES,Retail,NutriBox,NB-MC-001,156,164
2022-06-25,ES,Retail,NutriBox,NB-MC-001,111,152
2022-06-26,ES,Retail,NutriBox,NB-MC-001,150,133
2022-06-27,ES,Retail,NutriBox,NB-MC-001,116,98
2022-06-28,ES,Retail,NutriBox,NB-MC-001,149,144
2022-06-29,ES,Retail,NutriBox,NB-MC-001,174,180
2022-06-30,ES,Retail,NutriBox,NB-MC-001,167,176
2022-07-01,ES,Retail,NutriBox,NB-MC-001,164,199
2022-07-02,ES,Retail,NutriBox,NB-MC-001,136,131
2022-07-03,ES,Retail,NutriBox,NB-MC-001,150,145
2022-07-04,ES,Retail,NutriBox,NB-MC-001,113,110
2022-07-05,ES,Retail,NutriBox,NB-MC-001,161,152
2022-07-06,ES,Retail,NutriBox,NB-MC-001,144,140
2022-07-07,ES,Retail,NutriBox,NB-MC-001,159,183
2022-07-08,ES,Retail,NutriBox,NB-MC-001,147,165
2022-07-09,ES,Retail,NutriBox,NB-MC-001,126,135
2022-07-10,ES,Retail,NutriBox,NB-MC-001,117,105
2022-07-11,ES,Retail,NutriBox,NB-MC-001,177,155
2022-07-12,ES,Retail,NutriBox,NB-MC-001,156,185
2022-07-13,ES,Retail,NutriBox,NB-MC-001,152,134
2022-07-14,ES,Retail,NutriBox,NB-MC-001,179,167
2022-07-15,ES,Retail,NutriBox,NB-MC-001,194,196
2022-07-16,ES,Retail,NutriBox,NB-MC-001,137,158
2022-07-17,ES,Retail,NutriBox,NB-MC-001,111,112
2022-07-18,ES,Retail,NutriBox,NB-MC-001,173,145
2022-07-19,ES,Retail,NutriBox,NB-MC-001,159,147
2022-07-20,ES,Retail,NutriBox,NB-MC-001,150,153
2022-07-21,ES,Retail,NutriBox,NB-MC-001,144,144
2022-07-22,ES,Retail,NutriBox,NB-MC-001,130,145
2022-07-23,ES,Retail,NutriBox,NB-MC-001,143,151
2022-07-24,ES,Retail,NutriBox,NB-MC-001,169,163
2022-07-25,ES,Retail,NutriBox,NB-MC-001,141,160
2022-07-26,ES,Retail,NutriBox,NB-MC-001,129,111
2022-07-27,ES,Retail,NutriBox,NB-MC-001,102,142
2022-07-28,ES,Retail,NutriBox,NB-MC-001,137,120
2022-07-29,ES,Retail,NutriBox,NB-MC-001,93,115
2022-07-30,ES,Retail,NutriBox,NB-MC-001,169,177
2022-07-31,ES,Retail,NutriBox,NB-MC-001,154,166
2022-08-01,ES,Retail,NutriBox,NB-MC-001,111,149
2022-08-02,ES,Retail,NutriBox,NB-MC-001,169,165
2022-08-03,ES,Retail,NutriBox,NB-MC-001,123,109
2022-08-04,ES,Retail,NutriBox,NB-MC-001,132,162
2022-08-05,ES,Retail,NutriBox,NB-MC-001,163,180
2022-08-06,ES,Retail,NutriBox,NB-MC-001,155,176
2022-08-07,ES,Retail,NutriBox,NB-MC-001,102,110
2022-08-08,ES,Retail,NutriBox,NB-MC-001,217,207
2022-08-09,ES,Retail,NutriBox,NB-MC-001,112,116
2022-08-10,ES,Retail,NutriBox,NB-MC-001,142,124
2022-08-11,ES,Retail,NutriBox,NB-MC-001,138,152
2022-08-12,ES,Retail,NutriBox,NB-MC-001,169,160
2022-08-13,ES,Retail,NutriBox,NB-MC-001,163,144
2022-08-14,ES,Retail,NutriBox,NB-MC-001,116,128
2022-08-15,ES,Retail,NutriBox,NB-MC-001,81,83
2022-08-16,ES,Retail,NutriBox,NB-MC-001,124,145
2022-08-17,ES,Retail,NutriBox,NB-MC-001,228,215
2022-08-18,ES,Retail,NutriBox,NB-MC-001,127,152
2022-08-19,ES,Retail,NutriBox,NB-MC-001,128,145
2022-08-20,ES,Retail,NutriBox,NB-MC-001,111,128
2022-08-21,ES,Retail,NutriBox,NB-MC-001,191,167
2022-08-22,ES,Retail,NutriBox,NB-MC-001,143,161
2022-08-23,ES,Retail,NutriBox,NB-MC-001,166,157
2022-08-24,ES,Retail,NutriBox,NB-MC-001,149,145
2022-08-25,ES,Retail,NutriBox,NB-MC-001,165,188
2022-08-26,ES,Retail,NutriBox,NB-MC-001,169,179
2022-08-27,ES,Retail,NutriBox,NB-MC-001,158,159
2022-08-28,ES,Retail,NutriBox,NB-MC-001,192,190
2022-08-29,ES,Retail,NutriBox,NB-MC-001,139,134
2022-08-30,ES,Retail,NutriBox,NB-MC-001,158,123
2022-08-31,ES,Retail,NutriBox,NB-MC-001,164,185
2022-09-01,ES,Retail,NutriBox,NB-MC-001,107,106
2022-09-02,ES,Retail,NutriBox,NB-MC-001,136,138
2022-09-03,ES,Retail,NutriBox,NB-MC-001,116,119
2022-09-04,ES,Retail,NutriBox,NB-MC-001,98,107
2022-09-05,ES,Retail,NutriBox,NB-MC-001,99,96
2022-09-06,ES,Retail,NutriBox,NB-MC-001,133,156
2022-09-07,ES,Retail,NutriBox,NB-MC-001,56,56
2022-09-08,ES,Retail,NutriBox,NB-MC-001,65,81
2022-09-09,ES,Retail,NutriBox,NB-MC-001,83,95
2022-09-10,ES,Retail,NutriBox,NB-MC-001,104,92
2022-09-11,ES,Retail,NutriBox,NB-MC-001,161,120
2022-09-12,ES,Retail,NutriBox,NB-MC-001,101,99
2022-09-13,ES,Retail,NutriBox,NB-MC-001,94,98
2022-09-14,ES,Retail,NutriBox,NB-MC-001,91,104
2022-09-15,ES,Retail,NutriBox,NB-MC-001,45,63
2022-09-16,ES,Retail,NutriBox,NB-MC-001,117,122
2022-09-17,ES,Retail,NutriBox,NB-MC-001,88,98
2022-09-18,ES,Retail,NutriBox,NB-MC-001,112,110
2022-09-19,ES,Retail,NutriBox,NB-MC-001,88,98
2022-09-20,ES,Retail,NutriBox,NB-MC-001,87,72
2022-09-21,ES,Retail,NutriBox,NB-MC-001,99,122
2022-09-22,ES,Retail,NutriBox,NB-MC-001,109,93
2022-09-23,ES,Retail,NutriBox,NB-MC-001,111,123
2022-09-24,ES,Retail,NutriBox,NB-MC-001,91,138
2022-09-25,ES,Retail,NutriBox,NB-MC-001,92,91
2022-09-26,ES,Retail,NutriBox,NB-MC-001,79,95
2022-09-27,ES,Retail,NutriBox,NB-MC-001,84,89
2022-09-28,ES,Retail,NutriBox,NB-MC-001,92,93
2022-09-29,ES,Retail,NutriBox,NB-MC-001,93,81
2022-09-30,ES,Retail,NutriBox,NB-MC-001,47,56
2022-10-01,ES,Retail,NutriBox,NB-MC-001,130,115
2022-10-02,ES,Retail,NutriBox,NB-MC-001,70,83
2022-10-03,ES,Retail,NutriBox,NB-MC-001,99,94
2022-10-04,ES,Retail,NutriBox,NB-MC-001,76,83
2022-10-05,ES,Retail,NutriBox,NB-MC-001,115,97
2022-10-06,ES,Retail,NutriBox,NB-MC-001,112,122
2022-10-07,ES,Retail,NutriBox,NB-MC-001,102,97
2022-10-08,ES,Retail,NutriBox,NB-MC-001,128,115
2022-10-09,ES,Retail,NutriBox,NB-MC-001,107,108
2022-10-10,ES,Retail,NutriBox,NB-MC-001,68,71
2022-10-11,ES,Retail,NutriBox,NB-MC-001,87,80
2022-10-12,ES,Retail,NutriBox,NB-MC-001,89,106
2022-10-13,ES,Retail,NutriBox,NB-MC-001,113,113
2022-10-14,ES,Retail,NutriBox,NB-MC-001,87,107
2022-10-15,ES,Retail,NutriBox,NB-MC-001,101,95
2022-10-16,ES,Retail,NutriBox,NB-MC-001,95,116
2022-10-17,ES,Retail,NutriBox,NB-MC-001,86,100
2022-10-18,ES,Retail,NutriBox,NB-MC-001,88,89
2022-10-19,ES,Retail,NutriBox,NB-MC-001,85,102
2022-10-20,ES,Retail,NutriBox,NB-MC-001,75,83
2022-10-21,ES,Retail,NutriBox,NB-MC-001,94,96
2022-10-22,ES,Retail,NutriBox,NB-MC-001,78,96
2022-10-23,ES,Retail,NutriBox,NB-MC-001,115,99
2022-10-24,ES,Retail,NutriBox,NB-MC-001,101,94
2022-10-25,ES,Retail,NutriBox,NB-MC-001,60,63
2022-10-26,ES,Retail,NutriBox,NB-MC-001,98,115
2022-10-27,ES,Retail,NutriBox,NB-MC-001,109,114
2022-10-28,ES,Retail,NutriBox,NB-MC-001,89,99
2022-10-29,ES,Retail,NutriBox,NB-MC-001,112,106
2022-10-30,ES,Retail,NutriBox,NB-MC-001,104,87
2022-10-31,ES,Retail,NutriBox,NB-MC-001,65,71
2022-11-01,ES,Retail,NutriBox,NB-MC-001,146,141
2022-11-02,ES,Retail,NutriBox,NB-MC-001,86,94
2022-11-03,ES,Retail,NutriBox,NB-MC-001,92,114
2022-11-04,ES,Retail,NutriBox,NB-MC-001,74,85
2022-11-05,ES,Retail,NutriBox,NB-MC-001,78,88
2022-11-06,ES,Retail,NutriBox,NB-MC-001,124,123
2022-11-07,ES,Retail,NutriBox,NB-MC-001,101,93
2022-11-08,ES,Retail,NutriBox,NB-MC-001,87,113
2022-11-09,ES,Retail,NutriBox,NB-MC-001,130,123
2022-11-10,ES,Retail,NutriBox,NB-MC-001,77,76
2022-11-11,ES,Retail,NutriBox,NB-MC-001,98,108
2022-11-12,ES,Retail,NutriBox,NB-MC-001,74,80
2022-11-13,ES,Retail,NutriBox,NB-MC-001,110,116
2022-11-14,ES,Retail,NutriBox,NB-MC-001,105,112
2022-11-15,ES,Retail,NutriBox,NB-MC-001,102,104
2022-11-16,ES,Retail,NutriBox,NB-MC-001,81,86
2022-11-17,ES,Retail,NutriBox,NB-MC-001,77,71
2022-11-18,ES,Retail,NutriBox,NB-MC-001,87,84
2022-11-19,ES,Retail,NutriBox,NB-MC-001,112,101
2022-11-20,ES,Retail,NutriBox,NB-MC-001,98,115
2022-11-21,ES,Retail,NutriBox,NB-MC-001,119,122
2022-11-22,ES,Retail,NutriBox,NB-MC-001,85,95
2022-11-23,ES,Retail,NutriBox,NB-MC-001,113,131
2022-11-24,ES,Retail,NutriBox,NB-MC-001,65,89
2022-11-25,ES,Retail,NutriBox,NB-MC-001,121,111
2022-11-26,ES,Retail,NutriBox,NB-MC-001,103,108
2022-11-27,ES,Retail,NutriBox,NB-MC-001,101,93
2022-11-28,ES,Retail,NutriBox,NB-MC-001,113,100
2022-11-29,ES,Retail,NutriBox,NB-MC-001,83,83
2022-11-30,ES,Retail,NutriBox,NB-MC-001,80,84
2022-12-01,ES,Retail,NutriBox,NB-MC-001,135,190
2022-12-02,ES,Retail,NutriBox,NB-MC-001,145,144
2022-12-03,ES,Retail,NutriBox,NB-MC-001,148,129
2022-12-04,ES,Retail,NutriBox,NB-MC-001,193,196
2022-12-05,ES,Retail,NutriBox,NB-MC-001,149,130
2022-12-06,ES,Retail,NutriBox,NB-MC-001,119,135
2022-12-07,ES,Retail,NutriBox,NB-MC-001,134,134
2022-12-08,ES,Retail,NutriBox,NB-MC-001,112,125
2022-12-09,ES,Retail,NutriBox,NB-MC-001,169,141
2022-12-10,ES,Retail,NutriBox,NB-MC-001,178,152
2022-12-11,ES,Retail,NutriBox,NB-MC-001,125,111
2022-12-12,ES,Retail,NutriBox,NB-MC-001,120,128
2022-12-13,ES,Retail,NutriBox,NB-MC-001,92,104
2022-12-14,ES,Retail,NutriBox,NB-MC-001,142,135
2022-12-15,ES,Retail,NutriBox,NB-MC-001,134,133
2022-12-16,ES,Retail,NutriBox,NB-MC-001,125,120
2022-12-17,ES,Retail,NutriBox,NB-MC-001,171,170
2022-12-18,ES,Retail,NutriBox,NB-MC-001,130,137
2022-12-19,ES,Retail,NutriBox,NB-MC-001,67,84
2022-12-20,ES,Retail,NutriBox,NB-MC-001,139,131
2022-12-21,ES,Retail,NutriBox,NB-MC-001,131,154
2022-12-22,ES,Retail,NutriBox,NB-MC-001,124,128
2022-12-23,ES,Retail,NutriBox,NB-MC-001,110,107
2022-12-24,ES,Retail,NutriBox,NB-MC-001,157,162
2022-12-25,ES,Retail,NutriBox,NB-MC-001,123,121
2022-12-26,ES,Retail,NutriBox,NB-MC-001,136,166
2022-12-27,ES,Retail,NutriBox,NB-MC-001,101,116
2022-12-28,ES,Retail,NutriBox,NB-MC-001,125,135
2022-12-29,ES,Retail,NutriBox,NB-MC-001,99,115
2022-12-30,ES,Retail,NutriBox,NB-MC-001,197,200
2022-12-31,ES,Retail,NutriBox,NB-MC-001,209,205
2023-01-01,ES,Retail,NutriBox,NB-MC-001,90,85
2023-01-02,ES,Retail,NutriBox,NB-MC-001,83,79
2023-01-03,ES,Retail,NutriBox,NB-MC-001,89,84
2023-01-04,ES,Retail,NutriBox,NB-MC-001,97,134
2023-01-05,ES,Retail,NutriBox,NB-MC-001,74,56
2023-01-06,ES,Retail,NutriBox,NB-MC-001,94,104
2023-01-07,ES,Retail,NutriBox,NB-MC-001,94,85
2023-01-08,ES,Retail,NutriBox,NB-MC-001,78,68
2023-01-09,ES,Retail,NutriBox,NB-MC-001,88,77
2023-01-10,ES,Retail,NutriBox,NB-MC-001,90,90
2023-01-11,ES,Retail,NutriBox,NB-MC-001,94,98
2023-01-12,ES,Retail,NutriBox,NB-MC-001,134,125
2023-01-13,ES,Retail,NutriBox,NB-MC-001,75,96
2023-01-14,ES,Retail,NutriBox,NB-MC-001,103,90
2023-01-15,ES,Retail,NutriBox,NB-MC-001,105,107
2023-01-16,ES,Retail,NutriBox,NB-MC-001,95,97
2023-01-17,ES,Retail,NutriBox,NB-MC-001,125,112
2023-01-18,ES,Retail,NutriBox,NB-MC-001,126,115
2023-01-19,ES,Retail,NutriBox,NB-MC-001,63,69
2023-01-20,ES,Retail,NutriBox,NB-MC-001,92,93
2023-01-21,ES,Retail,NutriBox,NB-MC-001,91,114
2023-01-22,ES,Retail,NutriBox,NB-MC-001,111,80
2023-01-23,ES,Retail,NutriBox,NB-MC-001,109,98
2023-01-24,ES,Retail,NutriBox,NB-MC-001,124,97
2023-01-25,ES,Retail,NutriBox,NB-MC-001,57,72
2023-01-26,ES,Retail,NutriBox,NB-MC-001,126,118
2023-01-27,ES,Retail,NutriBox,NB-MC-001,117,117
2023-01-28,ES,Retail,NutriBox,NB-MC-001,102,96
2023-01-29,ES,Retail,NutriBox,NB-MC-001,120,114
2023-01-30,ES,Retail,NutriBox,NB-MC-001,107,99
2023-01-31,ES,Retail,NutriBox,NB-MC-001,98,91
2023-02-01,ES,Retail,NutriBox,NB-MC-001,88,96
2023-02-02,ES,Retail,NutriBox,NB-MC-001,114,113
2023-02-03,ES,Retail,NutriBox,NB-MC-001,80,96
2023-02-04,ES,Retail,NutriBox,NB-MC-001,105,129
2023-02-05,ES,Retail,NutriBox,NB-MC-001,75,82
2023-02-06,ES,Retail,NutriBox,NB-MC-001,83,96
2023-02-07,ES,Retail,NutriBox,NB-MC-001,101,104
2023-02-08,ES,Retail,NutriBox,NB-MC-001,94,103
2023-02-09,ES,Retail,NutriBox,NB-MC-001,82,105
2023-02-10,ES,Retail,NutriBox,NB-MC-001,115,116
2023-02-11,ES,Retail,NutriBox,NB-MC-001,94,114
2023-02-12,ES,Retail,NutriBox,NB-MC-001,116,124
2023-02-13,ES,Retail,NutriBox,NB-MC-001,80,83
2023-02-14,ES,Retail,NutriBox,NB-MC-001,98,104
2023-02-15,ES,Retail,NutriBox,NB-MC-001,91,98
2023-02-16,ES,Retail,NutriBox,NB-MC-001,76,67
2023-02-17,ES,Retail,NutriBox,NB-MC-001,79,97
2023-02-18,ES,Retail,NutriBox,NB-MC-001,47,65
2023-02-19,ES,Retail,NutriBox,NB-MC-001,84,102
2023-02-20,ES,Retail,NutriBox,NB-MC-001,167,160
2023-02-21,ES,Retail,NutriBox,NB-MC-001,104,88
2023-02-22,ES,Retail,NutriBox,NB-MC-001,97,98
2023-02-23,ES,Retail,NutriBox,NB-MC-001,101,97
2023-02-24,ES,Retail,NutriBox,NB-MC-001,77,76
2023-02-25,ES,Retail,NutriBox,NB-MC-001,77,83
2023-02-26,ES,Retail,NutriBox,NB-MC-001,94,90
2023-02-27,ES,Retail,NutriBox,NB-MC-001,78,99
2023-02-28,ES,Retail,NutriBox,NB-MC-001,86,80
2023-03-01,ES,Retail,NutriBox,NB-MC-001,97,89
2023-03-02,ES,Retail,NutriBox,NB-MC-001,79,58
2023-03-03,ES,Retail,NutriBox,NB-MC-001,146,147
2023-03-04,ES,Retail,NutriBox,NB-MC-001,122,130
2023-03-05,ES,Retail,NutriBox,NB-MC-001,87,89
2023-03-06,ES,Retail,NutriBox,NB-MC-001,120,116
2023-03-07,ES,Retail,NutriBox,NB-MC-001,96,79
2023-03-08,ES,Retail,NutriBox,NB-MC-001,117,128
2023-03-09,ES,Retail,NutriBox,NB-MC-001,119,103
2023-03-10,ES,Retail,NutriBox,NB-MC-001,91,92
2023-03-11,ES,Retail,NutriBox,NB-MC-001,83,90
2023-03-12,ES,Retail,NutriBox,NB-MC-001,80,88
2023-03-13,ES,Retail,NutriBox,NB-MC-001,133,126
2023-03-14,ES,Retail,NutriBox,NB-MC-001,133,144
2023-03-15,ES,Retail,NutriBox,NB-MC-001,107,106
2023-03-16,ES,Retail,NutriBox,NB-MC-001,94,90
2023-03-17,ES,Retail,NutriBox,NB-MC-001,74,59
2023-03-18,ES,Retail,NutriBox,NB-MC-001,89,81
2023-03-19,ES,Retail,NutriBox,NB-MC-001,94,84
2023-03-20,ES,Retail,NutriBox,NB-MC-001,119,111
2023-03-21,ES,Retail,NutriBox,NB-MC-001,91,104
2023-03-22,ES,Retail,NutriBox,NB-MC-001,120,99
2023-03-23,ES,Retail,NutriBox,NB-MC-001,85,78
2023-03-24,ES,Retail,NutriBox,NB-MC-001,101,98
2023-03-25,ES,Retail,NutriBox,NB-MC-001,108,116
2023-03-26,ES,Retail,NutriBox,NB-MC-001,128,120
2023-03-27,ES,Retail,NutriBox,NB-MC-001,62,72
2023-03-28,ES,Retail,NutriBox,NB-MC-001,73,69
2023-03-29,ES,Retail,NutriBox,NB-MC-001,96,108
2023-03-30,ES,Retail,NutriBox,NB-MC-001,91,88
2023-03-31,ES,Retail,NutriBox,NB-MC-001,106,117
2023-04-01,ES,Retail,NutriBox,NB-MC-001,124,130
2023-04-02,ES,Retail,NutriBox,NB-MC-001,90,81
2023-04-03,ES,Retail,NutriBox,NB-MC-001,89,72
2023-04-04,ES,Retail,NutriBox,NB-MC-001,100,109
2023-04-05,ES,Retail,NutriBox,NB-MC-001,120,104
2023-04-06,ES,Retail,NutriBox,NB-MC-001,105,113
2023-04-07,ES,Retail,NutriBox,NB-MC-001,110,103
2023-04-08,ES,Retail,NutriBox,NB-MC-001,76,90
2023-04-09,ES,Retail,NutriBox,NB-MC-001,90,86
2023-04-10,ES,Retail,NutriBox,NB-MC-001,101,108
2023-04-11,ES,Retail,NutriBox,NB-MC-001,94,110
2023-04-12,ES,Retail,NutriBox,NB-MC-001,81,72
2023-04-13,ES,Retail,NutriBox,NB-MC-001,124,133
2023-04-14,ES,Retail,NutriBox,NB-MC-001,92,79
2023-04-15,ES,Retail,NutriBox,NB-MC-001,81,76
2023-04-16,ES,Retail,NutriBox,NB-MC-001,107,102
2023-04-17,ES,Retail,NutriBox,NB-MC-001,88,99
2023-04-18,ES,Retail,NutriBox,NB-MC-001,95,95
2023-04-19,ES,Retail,NutriBox,NB-MC-001,74,73
2023-04-20,ES,Retail,NutriBox,NB-MC-001,74,84
2023-04-21,ES,Retail,NutriBox,NB-MC-001,101,98
2023-04-22,ES,Retail,NutriBox,NB-MC-001,79,83
2023-04-23,ES,Retail,NutriBox,NB-MC-001,103,101
2023-04-24,ES,Retail,NutriBox,NB-MC-001,96,110
2023-04-25,ES,Retail,NutriBox,NB-MC-001,111,119
2023-04-26,ES,Retail,NutriBox,NB-MC-001,98,99
2023-04-27,ES,Retail,NutriBox,NB-MC-001,90,91
2023-04-28,ES,Retail,NutriBox,NB-MC-001,88,110
2023-04-29,ES,Retail,NutriBox,NB-MC-001,109,127
2023-04-30,ES,Retail,NutriBox,NB-MC-001,87,87
2023-05-01,ES,Retail,NutriBox,NB-MC-001,109,119
2023-05-02,ES,Retail,NutriBox,NB-MC-001,113,126
2023-05-03,ES,Retail,NutriBox,NB-MC-001,136,137
2023-05-04,ES,Retail,NutriBox,NB-MC-001,107,110
2023-05-05,ES,Retail,NutriBox,NB-MC-001,81,94
2023-05-06,ES,Retail,NutriBox,NB-MC-001,121,117
2023-05-07,ES,Retail,NutriBox,NB-MC-001,111,103
2023-05-08,ES,Retail,NutriBox,NB-MC-001,129,137
2023-05-09,ES,Retail,NutriBox,NB-MC-001,114,117
2023-05-10,ES,Retail,NutriBox,NB-MC-001,99,99
2023-05-11,ES,Retail,NutriBox,NB-MC-001,98,106
2023-05-12,ES,Retail,NutriBox,NB-MC-001,85,87
2023-05-13,ES,Retail,NutriBox,NB-MC-001,102,94
2023-05-14,ES,Retail,NutriBox,NB-MC-001,110,119
2023-05-15,ES,Retail,NutriBox,NB-MC-001,62,75
2023-05-16,ES,Retail,NutriBox,NB-MC-001,125,133
