Date,Country,Region,SKU,Stakeholder,Forecast_Units,Actual_Units,Consensus_Units,Forecast_Error
2024-03-01,USA,Central,VM_US_005,Marketing,1172,1178,1184,-6
2024-03-01,USA,Central,VM_US_005,Finance,1104,1178,1184,-74
2024-03-01,USA,Central,VM_US_005,System,1351,1178,1184,173
2024-04-01,USA,Central,VM_US_005,Sales,1325,1239,1129,86
2024-04-01,USA,Central,VM_US_005,Marketing,996,1239,1129,-243
2024-04-01,USA,Central,VM_US_005,Finance,1141,1239,1129,-98
2024-04-01,USA,Central,VM_US_005,System,1057,1239,1129,-182
2024-05-01,USA,Central,VM_US_005,Sales,1249,911,1129,338
2024-05-01,USA,Central,VM_US_005,Marketing,1051,911,1129,140
2024-05-01,USA,Central,VM_US_005,Finance,1152,911,1129,241
2024-05-01,USA,Central,VM_US_005,System,1065,911,1129,154
2024-06-01,USA,Central,VM_US_005,Sales,1291,1132,1195,159
2024-06-01,USA,Central,VM_US_005,Marketing,1067,1132,1195,-65
2024-06-01,USA,Central,VM_US_005,Finance,1140,1132,1195,8
2024-06-01,USA,Central,VM_US_005,System,1282,1132,1195,150
2024-07-01,USA,Central,VM_US_005,Sales,1148,1329,1193,-181
2024-07-01,USA,Central,VM_US_005,Marketing,1248,1329,1193,-81
2024-07-01,USA,Central,VM_US_005,Finance,1324,1329,1193,-5
2024-07-01,USA,Central,VM_US_005,System,1053,1329,1193,-276
2024-08-01,USA,Central,VM_US_005,Sales,1151,1076,1217,75
2024-08-01,USA,Central,VM_US_005,Marketing,1270,1076,1217,194
2024-08-01,USA,Central,VM_US_005,Finance,1233,1076,1217,157
2024-08-01,USA,Central,VM_US_005,System,1215,1076,1217,139
2024-09-01,USA,Central,VM_US_005,Sales,1332,1020,1216,312
2024-09-01,USA,Central,VM_US_005,Marketing,1133,1020,1216,113
2024-09-01,USA,Central,VM_US_005,Finance,1167,1020,1216,147
2024-09-01,USA,Central,VM_US_005,System,1234,1020,1216,214
2024-10-01,USA,Central,VM_US_005,Sales,1113,1562,1185,-449
2024-10-01,USA,Central,VM_US_005,Marketing,1105,1562,1185,-457
2024-10-01,USA,Central,VM_US_005,Finance,1151,1562,1185,-411
2024-10-01,USA,Central,VM_US_005,System,1374,1562,1185,-188
2024-11-01,USA,Central,VM_US_005,Sales,1260,1232,1265,28
2024-11-01,USA,Central,VM_US_005,Marketing,1322,1232,1265,90
2024-11-01,USA,Central,VM_US_005,Finance,1369,1232,1265,137
2024-11-01,USA,Central,VM_US_005,System,1109,1232,1265,-123
2024-12-01,USA,Central,VM_US_005,Sales,1372,1300,1188,72
2024-12-01,USA,Central,VM_US_005,Marketing,1235,1300,1188,-65
2024-12-01,USA,Central,VM_US_005,Finance,1087,1300,1188,-213
2024-12-01,USA,Central,VM_US_005,System,1059,1300,1188,-241
2023-01-01,USA,Central,VM_US_006,Sales,2360,2052,2270,308
2023-01-01,USA,Central,VM_US_006,Marketing,2294,2052,2270,242
2023-01-01,USA,Central,VM_US_006,Finance,2233,2052,2270,181
2023-01-01,USA,Central,VM_US_006,System,2195,2052,2270,143
2023-02-01,USA,Central,VM_US_006,Sales,2126,1860,2120,266
2023-02-01,USA,Central,VM_US_006,Marketing,2287,1860,2120,427
2023-02-01,USA,Central,VM_US_006,Finance,2029,1860,2120,169
2023-02-01,USA,Central,VM_US_006,System,2039,1860,2120,179
2023-03-01,USA,Central,VM_US_006,Sales,2019,1943,2005,76
2023-03-01,USA,Central,VM_US_006,Marketing,1896,1943,2005,-47
2023-03-01,USA,Central,VM_US_006,Finance,2097,1943,2005,154
2023-03-01,USA,Central,VM_US_006,System,2010,1943,2005,67
2023-04-01,USA,Central,VM_US_006,Sales,2743,1628,2184,1115
2023-04-01,USA,Central,VM_US_006,Marketing,1830,1628,2184,202
2023-04-01,USA,Central,VM_US_006,Finance,2057,1628,2184,429
2023-04-01,USA,Central,VM_US_006,System,2106,1628,2184,478
2023-05-01,USA,Central,VM_US_006,Sales,2068,1923,2077,145
2023-05-01,USA,Central,VM_US_006,Marketing,1885,1923,2077,-38
2023-05-01,USA,Central,VM_US_006,Finance,2273,1923,2077,350
2023-05-01,USA,Central,VM_US_006,System,2085,1923,2077,162
2023-06-01,USA,Central,VM_US_006,Sales,2459,2316,2310,143
2023-06-01,USA,Central,VM_US_006,Marketing,2020,2316,2310,-296
2023-06-01,USA,Central,VM_US_006,Finance,2285,2316,2310,-31
2023-06-01,USA,Central,VM_US_006,System,2476,2316,2310,160
2023-07-01,USA,Central,VM_US_006,Sales,2264,2052,2148,212
2023-07-01,USA,Central,VM_US_006,Marketing,1974,2052,2148,-78
2023-07-01,USA,Central,VM_US_006,Finance,2391,2052,2148,339
2023-07-01,USA,Central,VM_US_006,System,1965,2052,2148,-87
2023-08-01,USA,Central,VM_US_006,Sales,2340,2311,1992,29
2023-08-01,USA,Central,VM_US_006,Marketing,1795,2311,1992,-516
2023-08-01,USA,Central,VM_US_006,Finance,1923,2311,1992,-388
2023-08-01,USA,Central,VM_US_006,System,1913,2311,1992,-398
2023-09-01,USA,Central,VM_US_006,Sales,1796,2429,2093,-633
2023-09-01,USA,Central,VM_US_006,Marketing,2172,2429,2093,-257
2023-09-01,USA,Central,VM_US_006,Finance,2273,2429,2093,-156
2023-09-01,USA,Central,VM_US_006,System,2133,2429,2093,-296
2023-10-01,USA,Central,VM_US_006,Sales,1608,2490,1902,-882
2023-10-01,USA,Central,VM_US_006,Marketing,2243,2490,1902,-247
2023-10-01,USA,Central,VM_US_006,Finance,2045,2490,1902,-445
2023-10-01,USA,Central,VM_US_006,System,1713,2490,1902,-777
2023-11-01,USA,Central,VM_US_006,Sales,2483,1751,2338,732
2023-11-01,USA,Central,VM_US_006,Marketing,2249,1751,2338,498
2023-11-01,USA,Central,VM_US_006,Finance,2292,1751,2338,541
2023-11-01,USA,Central,VM_US_006,System,2331,1751,2338,580
2023-12-01,USA,Central,VM_US_006,Sales,2152,1665,2234,487
2023-12-01,USA,Central,VM_US_006,Marketing,2366,1665,2234,701
2023-12-01,USA,Central,VM_US_006,Finance,1989,1665,2234,324
2023-12-01,USA,Central,VM_US_006,System,2432,1665,2234,767
2024-01-01,USA,Central,VM_US_006,Sales,2122,1898,2152,224
2024-01-01,USA,Central,VM_US_006,Marketing,2190,1898,2152,292
2024-01-01,USA,Central,VM_US_006,Finance,2280,1898,2152,382
2024-01-01,USA,Central,VM_US_006,System,2018,1898,2152,120
2024-02-01,USA,Central,VM_US_006,Sales,2198,2408,2069,-210
2024-02-01,USA,Central,VM_US_006,Marketing,1679,2408,2069,-729
2024-02-01,USA,Central,VM_US_006,Finance,2551,2408,2069,143
2024-02-01,USA,Central,VM_US_006,System,1850,2408,2069,-558
2024-03-01,USA,Central,VM_US_006,Sales,2051,2692,2040,-641
2024-03-01,USA,Central,VM_US_006,Marketing,2004,2692,2040,-688
2024-03-01,USA,Central,VM_US_006,Finance,2191,2692,2040,-501
2024-03-01,USA,Central,VM_US_006,System,1915,2692,2040,-777
2024-04-01,USA,Central,VM_US_006,Sales,2063,1499,2129,564
2024-04-01,USA,Central,VM_US_006,Marketing,2185,1499,2129,686
2024-04-01,USA,Central,VM_US_006,Finance,2476,1499,2129,977
2024-04-01,USA,Central,VM_US_006,System,1792,1499,2129,293
2024-05-01,USA,Central,VM_US_006,Sales,2064,2272,2114,-208
2024-05-01,USA,Central,VM_US_006,Marketing,2099,2272,2114,-173
2024-05-01,USA,Central,VM_US_006,Finance,2334,2272,2114,62
2024-05-01,USA,Central,VM_US_006,System,1962,2272,2114,-310
2024-06-01,USA,Central,VM_US_006,Sales,2364,2143,2108,221
2024-06-01,USA,Central,VM_US_006,Marketing,2349,2143,2108,206
2024-06-01,USA,Central,VM_US_006,Finance,1784,2143,2108,-359
2024-06-01,USA,Central,VM_US_006,System,1937,2143,2108,-206
2024-07-01,USA,Central,VM_US_006,Sales,2295,2045,2209,250
2024-07-01,USA,Central,VM_US_006,Marketing,2027,2045,2209,-18
2024-07-01,USA,Central,VM_US_006,Finance,2111,2045,2209,66
2024-07-01,USA,Central,VM_US_006,System,2404,2045,2209,359
2024-08-01,USA,Central,VM_US_006,Sales,2460,1984,1972,476
2024-08-01,USA,Central,VM_US_006,Marketing,1688,1984,1972,-296
2024-08-01,USA,Central,VM_US_006,Finance,1992,1984,1972,8
2024-08-01,USA,Central,VM_US_006,System,1748,1984,1972,-236
2024-09-01,USA,Central,VM_US_006,Sales,2279,2127,2012,152
2024-09-01,USA,Central,VM_US_006,Marketing,2050,2127,2012,-77
2024-09-01,USA,Central,VM_US_006,Finance,1971,2127,2012,-156
2024-09-01,USA,Central,VM_US_006,System,1749,2127,2012,-378
2024-10-01,USA,Central,VM_US_006,Sales,2085,2618,2136,-533
2024-10-01,USA,Central,VM_US_006,Marketing,1977,2618,2136,-641
2024-10-01,USA,Central,VM_US_006,Finance,2483,2618,2136,-135
2024-10-01,USA,Central,VM_US_006,System,2002,2618,2136,-616
2024-11-01,USA,Central,VM_US_006,Sales,1912,1805,1881,107
2024-11-01,USA,Central,VM_US_006,Marketing,1875,1805,1881,70
2024-11-01,USA,Central,VM_US_006,Finance,1823,1805,1881,18
2024-11-01,USA,Central,VM_US_006,System,1917,1805,1881,112
2024-12-01,USA,Central,VM_US_006,Sales,1802,2848,1937,-1046
2024-12-01,USA,Central,VM_US_006,Marketing,1716,2848,1937,-1132
2024-12-01,USA,Central,VM_US_006,Finance,2160,2848,1937,-688
2024-12-01,USA,Central,VM_US_006,System,2071,2848,1937,-777
2023-01-01,USA,Central,VM_US_007,Sales,965,706,820,259
2023-01-01,USA,Central,VM_US_007,Marketing,887,706,820,181
2023-01-01,USA,Central,VM_US_007,Finance,720,706,820,14
2023-01-01,USA,Central,VM_US_007,System,708,706,820,2
2023-02-01,USA,Central,VM_US_007,Sales,682,768,693,-86
2023-02-01,USA,Central,VM_US_007,Marketing,681,768,693,-87
2023-02-01,USA,Central,VM_US_007,Finance,723,768,693,-45
2023-02-01,USA,Central,VM_US_007,System,687,768,693,-81
2023-03-01,USA,Central,VM_US_007,Sales,751,739,598,12
2023-03-01,USA,Central,VM_US_007,Marketing,445,739,598,-294
2023-03-01,USA,Central,VM_US_007,Finance,553,739,598,-186
2023-03-01,USA,Central,VM_US_007,System,646,739,598,-93
2023-04-01,USA,Central,VM_US_007,Sales,653,750,814,-97
2023-04-01,USA,Central,VM_US_007,Marketing,919,750,814,169
2023-04-01,USA,Central,VM_US_007,Finance,797,750,814,47
2023-04-01,USA,Central,VM_US_007,System,889,750,814,139
2023-05-01,USA,Central,VM_US_007,Sales,583,817,623,-234
2023-05-01,USA,Central,VM_US_007,Marketing,619,817,623,-198
2023-05-01,USA,Central,VM_US_007,Finance,675,817,623,-142
2023-05-01,USA,Central,VM_US_007,System,616,817,623,-201
2023-06-01,USA,Central,VM_US_007,Sales,706,836,791,-130
2023-06-01,USA,Central,VM_US_007,Marketing,737,836,791,-99
2023-06-01,USA,Central,VM_US_007,Finance,838,836,791,2
2023-06-01,USA,Central,VM_US_007,System,886,836,791,50
2023-07-01,USA,Central,VM_US_007,Sales,602,690,695,-88
2023-07-01,USA,Central,VM_US_007,Marketing,617,690,695,-73
2023-07-01,USA,Central,VM_US_007,Finance,819,690,695,129
2023-07-01,USA,Central,VM_US_007,System,742,690,695,52
2023-08-01,USA,Central,VM_US_007,Sales,781,623,630,158
2023-08-01,USA,Central,VM_US_007,Marketing,627,623,630,4
2023-08-01,USA,Central,VM_US_007,Finance,566,623,630,-57
2023-08-01,USA,Central,VM_US_007,System,546,623,630,-77
2023-09-01,USA,Central,VM_US_007,Sales,819,563,743,256
2023-09-01,USA,Central,VM_US_007,Marketing,702,563,743,139
2023-09-01,USA,Central,VM_US_007,Finance,717,563,743,154
2023-09-01,USA,Central,VM_US_007,System,736,563,743,173
2023-10-01,USA,Central,VM_US_007,Sales,678,610,670,68
2023-10-01,USA,Central,VM_US_007,Marketing,686,610,670,76
2023-10-01,USA,Central,VM_US_007,Finance,639,610,670,29
2023-10-01,USA,Central,VM_US_007,System,678,610,670,68
2023-11-01,USA,Central,VM_US_007,Sales,698,706,746,-8
2023-11-01,USA,Central,VM_US_007,Marketing,757,706,746,51
2023-11-01,USA,Central,VM_US_007,Finance,678,706,746,-28
2023-11-01,USA,Central,VM_US_007,System,853,706,746,147
2023-12-01,USA,Central,VM_US_007,Sales,674,608,704,66
2023-12-01,USA,Central,VM_US_007,Marketing,754,608,704,146
2023-12-01,USA,Central,VM_US_007,Finance,773,608,704,165
2023-12-01,USA,Central,VM_US_007,System,615,608,704,7
2024-01-01,USA,Central,VM_US_007,Sales,789,708,668,81
2024-01-01,USA,Central,VM_US_007,Marketing,581,708,668,-127
2024-01-01,USA,Central,VM_US_007,Finance,712,708,668,4
2024-01-01,USA,Central,VM_US_007,System,591,708,668,-117
2024-02-01,USA,Central,VM_US_007,Sales,727,632,718,95
2024-02-01,USA,Central,VM_US_007,Marketing,701,632,718,69
2024-02-01,USA,Central,VM_US_007,Finance,621,632,718,-11
2024-02-01,USA,Central,VM_US_007,System,825,632,718,193
2024-03-01,USA,Central,VM_US_007,Sales,767,683,762,84
2024-03-01,USA,Central,VM_US_007,Marketing,849,683,762,166
2024-03-01,USA,Central,VM_US_007,Finance,661,683,762,-22
2024-03-01,USA,Central,VM_US_007,System,773,683,762,90
2024-04-01,USA,Central,VM_US_007,Sales,599,764,706,-165
2024-04-01,USA,Central,VM_US_007,Marketing,824,764,706,60
2024-04-01,USA,Central,VM_US_007,Finance,728,764,706,-36
2024-04-01,USA,Central,VM_US_007,System,673,764,706,-91
2024-05-01,USA,Central,VM_US_007,Sales,609,545,674,64
2024-05-01,USA,Central,VM_US_007,Marketing,710,545,674,165
2024-05-01,USA,Central,VM_US_007,Finance,604,545,674,59
2024-05-01,USA,Central,VM_US_007,System,774,545,674,229
2024-06-01,USA,Central,VM_US_007,Sales,585,679,622,-94
2024-06-01,USA,Central,VM_US_007,Marketing,662,679,622,-17
2024-06-01,USA,Central,VM_US_007,Finance,628,679,622,-51
2024-06-01,USA,Central,VM_US_007,System,614,679,622,-65
2024-07-01,USA,Central,VM_US_007,Sales,728,480,763,248
2024-07-01,USA,Central,VM_US_007,Marketing,637,480,763,157
2024-07-01,USA,Central,VM_US_007,Finance,882,480,763,402
2024-07-01,USA,Central,VM_US_007,System,805,480,763,325
2024-08-01,USA,Central,VM_US_007,Sales,781,896,722,-115
2024-08-01,USA,Central,VM_US_007,Marketing,669,896,722,-227
2024-08-01,USA,Central,VM_US_007,Finance,748,896,722,-148
2024-08-01,USA,Central,VM_US_007,System,693,896,722,-203
2024-09-01,USA,Central,VM_US_007,Sales,797,756,753,41
2024-09-01,USA,Central,VM_US_007,Marketing,771,756,753,15
2024-09-01,USA,Central,VM_US_007,Finance,720,756,753,-36
2024-09-01,USA,Central,VM_US_007,System,725,756,753,-31
2024-10-01,USA,Central,VM_US_007,Sales,815,743,716,72
2024-10-01,USA,Central,VM_US_007,Marketing,677,743,716,-66
2024-10-01,USA,Central,VM_US_007,Finance,697,743,716,-46
2024-10-01,USA,Central,VM_US_007,System,676,743,716,-67
2024-11-01,USA,Central,VM_US_007,Sales,775,734,761,41
2024-11-01,USA,Central,VM_US_007,Marketing,745,734,761,11
2024-11-01,USA,Central,VM_US_007,Finance,715,734,761,-19
2024-11-01,USA,Central,VM_US_007,System,812,734,761,78
2024-12-01,USA,Central,VM_US_007,Sales,590,634,689,-44
2024-12-01,USA,Central,VM_US_007,Marketing,747,634,689,113
2024-12-01,USA,Central,VM_US_007,Finance,716,634,689,82
2024-12-01,USA,Central,VM_US_007,System,705,634,689,71
2023-01-01,USA,Central,VM_US_008,Sales,1426,1538,1562,-112
2023-01-01,USA,Central,VM_US_008,Marketing,1593,1538,1562,55
2023-01-01,USA,Central,VM_US_008,Finance,1598,1538,1562,60
2023-01-01,USA,Central,VM_US_008,System,1631,1538,1562,93
2023-02-01,USA,Central,VM_US_008,Sales,1556,2001,1622,-445
2023-02-01,USA,Central,VM_US_008,Marketing,1772,2001,1622,-229
2023-02-01,USA,Central,VM_US_008,Finance,1625,2001,1622,-376
2023-02-01,USA,Central,VM_US_008,System,1536,2001,1622,-465
2023-03-01,USA,Central,VM_US_008,Sales,1570,1553,1476,17
2023-03-01,USA,Central,VM_US_008,Marketing,1635,1553,1476,82
2023-03-01,USA,Central,VM_US_008,Finance,1399,1553,1476,-154
2023-03-01,USA,Central,VM_US_008,System,1303,1553,1476,-250
2023-04-01,USA,Central,VM_US_008,Sales,1752,1737,1703,15
2023-04-01,USA,Central,VM_US_008,Marketing,1723,1737,1703,-14
2023-04-01,USA,Central,VM_US_008,Finance,1611,1737,1703,-126
2023-04-01,USA,Central,VM_US_008,System,1727,1737,1703,-10
2023-05-01,USA,Central,VM_US_008,Sales,1731,1751,1507,-20
2023-05-01,USA,Central,VM_US_008,Marketing,1418,1751,1507,-333
2023-05-01,USA,Central,VM_US_008,Finance,1373,1751,1507,-378
2023-05-01,USA,Central,VM_US_008,System,1508,1751,1507,-243
2023-06-01,USA,Central,VM_US_008,Sales,1536,1577,1549,-41
2023-06-01,USA,Central,VM_US_008,Marketing,1225,1577,1549,-352
2023-06-01,USA,Central,VM_US_008,Finance,1908,1577,1549,331
2023-06-01,USA,Central,VM_US_008,System,1529,1577,1549,-48
2023-07-01,USA,Central,VM_US_008,Sales,1818,1622,1486,196
2023-07-01,USA,Central,VM_US_008,Marketing,1136,1622,1486,-486
2023-07-01,USA,Central,VM_US_008,Finance,1484,1622,1486,-138
2023-07-01,USA,Central,VM_US_008,System,1508,1622,1486,-114
2023-08-01,USA,Central,VM_US_008,Sales,1549,1502,1719,47
2023-08-01,USA,Central,VM_US_008,Marketing,1856,1502,1719,354
2023-08-01,USA,Central,VM_US_008,Finance,1709,1502,1719,207
2023-08-01,USA,Central,VM_US_008,System,1763,1502,1719,261
2023-09-01,USA,Central,VM_US_008,Sales,1316,1593,1361,-277
2023-09-01,USA,Central,VM_US_008,Marketing,1187,1593,1361,-406
2023-09-01,USA,Central,VM_US_008,Finance,1291,1593,1361,-302
2023-09-01,USA,Central,VM_US_008,System,1650,1593,1361,57
2023-10-01,USA,Central,VM_US_008,Sales,1542,1589,1610,-47
2023-10-01,USA,Central,VM_US_008,Marketing,1512,1589,1610,-77
2023-10-01,USA,Central,VM_US_008,Finance,1963,1589,1610,374
2023-10-01,USA,Central,VM_US_008,System,1425,1589,1610,-164
2023-11-01,USA,Central,VM_US_008,Sales,1582,1802,1704,-220
2023-11-01,USA,Central,VM_US_008,Marketing,1570,1802,1704,-232
2023-11-01,USA,Central,VM_US_008,Finance,1805,1802,1704,3
2023-11-01,USA,Central,VM_US_008,System,1859,1802,1704,57
2023-12-01,USA,Central,VM_US_008,Sales,1733,1525,1646,208
2023-12-01,USA,Central,VM_US_008,Marketing,1651,1525,1646,126
2023-12-01,USA,Central,VM_US_008,Finance,1583,1525,1646,58
2023-12-01,USA,Central,VM_US_008,System,1620,1525,1646,95
2024-01-01,USA,Central,VM_US_008,Sales,1523,1418,1577,105
2024-01-01,USA,Central,VM_US_008,Marketing,1471,1418,1577,53
2024-01-01,USA,Central,VM_US_008,Finance,1753,1418,1577,335
2024-01-01,USA,Central,VM_US_008,System,1563,1418,1577,145
2024-02-01,USA,Central,VM_US_008,Sales,1444,1274,1373,170
2024-02-01,USA,Central,VM_US_008,Marketing,974,1274,1373,-300
2024-02-01,USA,Central,VM_US_008,Finance,1488,1274,1373,214
2024-02-01,USA,Central,VM_US_008,System,1589,1274,1373,315
2024-03-01,USA,Central,VM_US_008,Sales,1957,1549,1650,408
2024-03-01,USA,Central,VM_US_008,Marketing,1691,1549,1650,142
2024-03-01,USA,Central,VM_US_008,Finance,1682,1549,1650,133
2024-03-01,USA,Central,VM_US_008,System,1270,1549,1650,-279
2024-04-01,USA,Central,VM_US_008,Sales,1489,1495,1397,-6
2024-04-01,USA,Central,VM_US_008,Marketing,1432,1495,1397,-63
2024-04-01,USA,Central,VM_US_008,Finance,1430,1495,1397,-65
2024-04-01,USA,Central,VM_US_008,System,1238,1495,1397,-257
2024-05-01,USA,Central,VM_US_008,Sales,1747,1279,1591,468
2024-05-01,USA,Central,VM_US_008,Marketing,1554,1279,1591,275
2024-05-01,USA,Central,VM_US_008,Finance,1485,1279,1591,206
2024-05-01,USA,Central,VM_US_008,System,1580,1279,1591,301
2024-06-01,USA,Central,VM_US_008,Sales,1582,1859,1537,-277
2024-06-01,USA,Central,VM_US_008,Marketing,1684,1859,1537,-175
2024-06-01,USA,Central,VM_US_008,Finance,1421,1859,1537,-438
2024-06-01,USA,Central,VM_US_008,System,1464,1859,1537,-395
2024-07-01,USA,Central,VM_US_008,Sales,1941,1665,1774,276
2024-07-01,USA,Central,VM_US_008,Marketing,1853,1665,1774,188
2024-07-01,USA,Central,VM_US_008,Finance,1692,1665,1774,27
2024-07-01,USA,Central,VM_US_008,System,1610,1665,1774,-55
2024-08-01,USA,Central,VM_US_008,Sales,1732,1914,1476,-182
2024-08-01,USA,Central,VM_US_008,Marketing,1146,1914,1476,-768
2024-08-01,USA,Central,VM_US_008,Finance,1381,1914,1476,-533
2024-08-01,USA,Central,VM_US_008,System,1646,1914,1476,-268
2024-09-01,USA,Central,VM_US_008,Sales,1411,1157,1480,254
2024-09-01,USA,Central,VM_US_008,Marketing,1449,1157,1480,292
2024-09-01,USA,Central,VM_US_008,Finance,1533,1157,1480,376
2024-09-01,USA,Central,VM_US_008,System,1527,1157,1480,370
2024-10-01,USA,Central,VM_US_008,Sales,1738,1513,1525,225
2024-10-01,USA,Central,VM_US_008,Marketing,1531,1513,1525,18
2024-10-01,USA,Central,VM_US_008,Finance,1508,1513,1525,-5
2024-10-01,USA,Central,VM_US_008,System,1325,1513,1525,-188
2024-11-01,USA,Central,VM_US_008,Sales,1454,1825,1471,-371
2024-11-01,USA,Central,VM_US_008,Marketing,1375,1825,1471,-450
2024-11-01,USA,Central,VM_US_008,Finance,1622,1825,1471,-203
2024-11-01,USA,Central,VM_US_008,System,1436,1825,1471,-389
2024-12-01,USA,Central,VM_US_008,Sales,1631,1457,1684,174
2024-12-01,USA,Central,VM_US_008,Marketing,1520,1457,1684,63
2024-12-01,USA,Central,VM_US_008,Finance,2020,1457,1684,563
2024-12-01,USA,Central,VM_US_008,System,1567,1457,1684,110
2023-01-01,USA,Central,VM_US_009,Sales,1085,881,999,204
2023-01-01,USA,Central,VM_US_009,Marketing,950,881,999,69
2023-01-01,USA,Central,VM_US_009,Finance,904,881,999,23
2023-01-01,USA,Central,VM_US_009,System,1060,881,999,179
2023-02-01,USA,Central,VM_US_009,Sales,1028,986,955,42
2023-02-01,USA,Central,VM_US_009,Marketing,1022,986,955,36
2023-02-01,USA,Central,VM_US_009,Finance,881,986,955,-105
2023-02-01,USA,Central,VM_US_009,System,890,986,955,-96
2023-03-01,USA,Central,VM_US_009,Sales,1007,801,878,206
2023-03-01,USA,Central,VM_US_009,Marketing,781,801,878,-20
2023-03-01,USA,Central,VM_US_009,Finance,818,801,878,17
2023-03-01,USA,Central,VM_US_009,System,908,801,878,107
2023-04-01,USA,Central,VM_US_009,Sales,980,931,940,49
2023-04-01,USA,Central,VM_US_009,Marketing,911,931,940,-20
2023-04-01,USA,Central,VM_US_009,Finance,876,931,940,-55
2023-04-01,USA,Central,VM_US_009,System,995,931,940,64
2023-05-01,USA,Central,VM_US_009,Sales,729,1041,933,-312
2023-05-01,USA,Central,VM_US_009,Marketing,1033,1041,933,-8
2023-05-01,USA,Central,VM_US_009,Finance,880,1041,933,-161
2023-05-01,USA,Central,VM_US_009,System,1091,1041,933,50
2023-06-01,USA,Central,VM_US_009,Sales,806,826,920,-20
2023-06-01,USA,Central,VM_US_009,Marketing,987,826,920,161
2023-06-01,USA,Central,VM_US_009,Finance,1150,826,920,324
2023-06-01,USA,Central,VM_US_009,System,737,826,920,-89
2023-07-01,USA,Central,VM_US_009,Sales,977,1031,934,-54
2023-07-01,USA,Central,VM_US_009,Marketing,912,1031,934,-119
2023-07-01,USA,Central,VM_US_009,Finance,1143,1031,934,112
2023-07-01,USA,Central,VM_US_009,System,705,1031,934,-326
2023-08-01,USA,Central,VM_US_009,Sales,1022,1068,1010,-46
2023-08-01,USA,Central,VM_US_009,Marketing,1047,1068,1010,-21
2023-08-01,USA,Central,VM_US_009,Finance,1033,1068,1010,-35
2023-08-01,USA,Central,VM_US_009,System,941,1068,1010,-127
2023-09-01,USA,Central,VM_US_009,Sales,848,874,908,-26
2023-09-01,USA,Central,VM_US_009,Marketing,980,874,908,106
2023-09-01,USA,Central,VM_US_009,Finance,915,874,908,41
2023-09-01,USA,Central,VM_US_009,System,892,874,908,18
2023-10-01,USA,Central,VM_US_009,Sales,871,839,959,32
2023-10-01,USA,Central,VM_US_009,Marketing,1001,839,959,162
2023-10-01,USA,Central,VM_US_009,Finance,918,839,959,79
2023-10-01,USA,Central,VM_US_009,System,1048,839,959,209
2023-11-01,USA,Central,VM_US_009,Sales,984,730,972,254
2023-11-01,USA,Central,VM_US_009,Marketing,805,730,972,75
2023-11-01,USA,Central,VM_US_009,Finance,1048,730,972,318
2023-11-01,USA,Central,VM_US_009,System,1051,730,972,321
2023-12-01,USA,Central,VM_US_009,Sales,831,722,892,109
2023-12-01,USA,Central,VM_US_009,Marketing,836,722,892,114
2023-12-01,USA,Central,VM_US_009,Finance,1054,722,892,332
2023-12-01,USA,Central,VM_US_009,System,850,722,892,128
2024-01-01,USA,Central,VM_US_009,Sales,843,1010,1005,-167
2024-01-01,USA,Central,VM_US_009,Marketing,1034,1010,1005,24
2024-01-01,USA,Central,VM_US_009,Finance,1045,1010,1005,35
2024-01-01,USA,Central,VM_US_009,System,1099,1010,1005,89
2024-02-01,USA,Central,VM_US_009,Sales,916,892,900,24
2024-02-01,USA,Central,VM_US_009,Marketing,900,892,900,8
2024-02-01,USA,Central,VM_US_009,Finance,918,892,900,26
2024-02-01,USA,Central,VM_US_009,System,869,892,900,-23
2024-03-01,USA,Central,VM_US_009,Sales,832,1061,909,-229
2024-03-01,USA,Central,VM_US_009,Marketing,900,1061,909,-161
2024-03-01,USA,Central,VM_US_009,Finance,937,1061,909,-124
2024-03-01,USA,Central,VM_US_009,System,969,1061,909,-92
2024-04-01,USA,Central,VM_US_009,Sales,888,752,925,136
2024-04-01,USA,Central,VM_US_009,Marketing,918,752,925,166
2024-04-01,USA,Central,VM_US_009,Finance,1004,752,925,252
2024-04-01,USA,Central,VM_US_009,System,892,752,925,140
2024-05-01,USA,Central,VM_US_009,Sales,931,901,894,30
2024-05-01,USA,Central,VM_US_009,Marketing,1031,901,894,130
2024-05-01,USA,Central,VM_US_009,Finance,690,901,894,-211
2024-05-01,USA,Central,VM_US_009,System,927,901,894,26
2024-06-01,USA,Central,VM_US_009,Sales,825,1076,896,-251
2024-06-01,USA,Central,VM_US_009,Marketing,833,1076,896,-243
2024-06-01,USA,Central,VM_US_009,Finance,1050,1076,896,-26
2024-06-01,USA,Central,VM_US_009,System,877,1076,896,-199
2024-07-01,USA,Central,VM_US_009,Sales,946,872,807,74
2024-07-01,USA,Central,VM_US_009,Marketing,588,872,807,-284
2024-07-01,USA,Central,VM_US_009,Finance,716,872,807,-156
2024-07-01,USA,Central,VM_US_009,System,979,872,807,107
2024-08-01,USA,Central,VM_US_009,Sales,898,882,918,16
2024-08-01,USA,Central,VM_US_009,Marketing,843,882,918,-39
2024-08-01,USA,Central,VM_US_009,Finance,885,882,918,3
2024-08-01,USA,Central,VM_US_009,System,1047,882,918,165
2024-09-01,USA,Central,VM_US_009,Sales,1032,934,950,98
2024-09-01,USA,Central,VM_US_009,Marketing,899,934,950,-35
