Date,Country,Channel,Brand,SKU,Promo_Flag,Actual_Units,Naive_Forecast,MA_Forecast,SES_Forecast,HW_Forecast
2024-03-27,FR,Retail,NutriBox,NB-FR-003,0,124,124,108,114,109
2024-03-28,FR,Retail,NutriBox,NB-FR-003,0,80,80,81,71,86
2024-03-29,FR,Retail,NutriBox,NB-FR-003,1,269,269,242,253,232
2024-03-30,FR,Retail,NutriBox,NB-FR-003,0,183,183,181,185,181
2024-03-31,FR,Retail,NutriBox,NB-FR-003,1,310,310,279,298,286
2024-04-01,FR,Retail,NutriBox,NB-FR-003,0,196,196,211,192,206
2024-04-02,FR,Retail,NutriBox,NB-FR-003,0,160,160,176,166,179
2024-04-03,FR,Retail,NutriBox,NB-FR-003,0,98,98,120,130,141
2024-04-04,FR,Retail,NutriBox,NB-FR-003,0,207,207,206,202,253
2024-04-05,FR,Retail,NutriBox,NB-FR-003,0,191,191,197,209,211
2024-04-06,FR,Retail,NutriBox,NB-FR-003,0,210,210,178,177,173
2024-04-07,FR,Retail,NutriBox,NB-FR-003,0,192,192,198,151,211
2024-04-08,FR,Retail,NutriBox,NB-FR-003,0,189,189,186,233,244
2024-04-09,FR,Retail,NutriBox,NB-FR-003,0,122,122,129,113,105
2024-04-10,FR,Retail,NutriBox,NB-FR-003,0,163,163,207,206,181
2024-04-11,FR,Retail,NutriBox,NB-FR-003,0,210,210,215,202,200
2024-04-12,FR,Retail,NutriBox,NB-FR-003,0,99,99,121,108,125
2024-04-13,FR,Retail,NutriBox,NB-FR-003,0,181,181,174,165,203
2024-04-14,FR,Retail,NutriBox,NB-FR-003,0,268,268,265,259,269
2024-04-15,FR,Retail,NutriBox,NB-FR-003,0,131,131,144,126,125
2024-04-16,FR,Retail,NutriBox,NB-FR-003,0,195,195,190,194,183
2024-04-17,FR,Retail,NutriBox,NB-FR-003,0,176,176,205,163,138
2024-04-18,FR,Retail,NutriBox,NB-FR-003,0,216,216,212,173,215
2024-04-19,FR,Retail,NutriBox,NB-FR-003,1,255,255,266,239,285
2024-04-20,FR,Retail,NutriBox,NB-FR-003,0,206,206,183,193,190
2024-04-21,FR,Retail,NutriBox,NB-FR-003,0,164,164,130,140,150
2024-04-22,FR,Retail,NutriBox,NB-FR-003,0,194,194,189,188,182
2024-04-23,FR,Retail,NutriBox,NB-FR-003,0,110,110,115,116,137
2024-04-24,FR,Retail,NutriBox,NB-FR-003,0,155,155,135,134,165
2024-04-25,FR,Retail,NutriBox,NB-FR-003,1,265,265,273,251,268
2024-04-26,FR,Retail,NutriBox,NB-FR-003,0,144,144,157,150,178
2024-04-27,FR,Retail,NutriBox,NB-FR-003,0,107,107,139,129,121
2024-04-28,FR,Retail,NutriBox,NB-FR-003,0,212,212,198,236,208
2024-04-29,FR,Retail,NutriBox,NB-FR-003,0,154,154,146,126,157
2024-04-30,FR,Retail,NutriBox,NB-FR-003,0,244,244,267,241,290
2024-05-01,FR,Retail,NutriBox,NB-FR-003,0,154,154,163,158,180
2024-05-02,FR,Retail,NutriBox,NB-FR-003,0,228,228,211,194,241
2024-05-03,FR,Retail,NutriBox,NB-FR-003,0,210,210,178,187,153
2024-05-04,FR,Retail,NutriBox,NB-FR-003,0,118,118,108,102,108
2024-05-05,FR,Retail,NutriBox,NB-FR-003,0,155,155,165,159,180
2024-05-06,FR,Retail,NutriBox,NB-FR-003,0,209,209,189,199,221
2024-05-07,FR,Retail,NutriBox,NB-FR-003,1,261,261,263,220,310
2024-05-08,FR,Retail,NutriBox,NB-FR-003,0,209,209,227,192,242
2024-05-09,FR,Retail,NutriBox,NB-FR-003,0,162,162,179,150,200
2024-05-10,FR,Retail,NutriBox,NB-FR-003,0,126,126,128,114,128
2024-05-11,FR,Retail,NutriBox,NB-FR-003,0,159,159,184,158,175
2024-05-12,FR,Retail,NutriBox,NB-FR-003,0,181,181,183,172,210
2024-05-13,FR,Retail,NutriBox,NB-FR-003,0,221,221,190,198,208
2024-05-14,FR,Retail,NutriBox,NB-FR-003,0,182,182,175,140,159
2024-05-15,FR,Retail,NutriBox,NB-FR-003,0,151,151,151,154,137
2024-05-16,FR,Retail,NutriBox,NB-FR-003,0,169,169,170,155,149
2024-05-17,FR,Retail,NutriBox,NB-FR-003,0,177,177,190,168,218
2024-05-18,FR,Retail,NutriBox,NB-FR-003,0,157,157,141,138,121
2024-05-19,FR,Retail,NutriBox,NB-FR-003,1,240,240,209,179,216
2024-05-20,FR,Retail,NutriBox,NB-FR-003,0,219,219,207,195,158
2024-05-21,FR,Retail,NutriBox,NB-FR-003,0,254,254,255,230,232
2024-05-22,FR,Retail,NutriBox,NB-FR-003,0,124,124,135,133,131
2024-05-23,FR,Retail,NutriBox,NB-FR-003,1,363,363,381,401,352
2024-05-24,FR,Retail,NutriBox,NB-FR-003,0,203,203,216,195,173
2024-05-25,FR,Retail,NutriBox,NB-FR-003,0,189,189,189,171,172
2024-05-26,FR,Retail,NutriBox,NB-FR-003,0,173,173,161,173,192
2024-05-27,FR,Retail,NutriBox,NB-FR-003,0,198,198,158,148,146
2024-05-28,FR,Retail,NutriBox,NB-FR-003,0,236,236,213,207,215
2024-05-29,FR,Retail,NutriBox,NB-FR-003,1,207,207,196,208,194
2024-05-30,FR,Retail,NutriBox,NB-FR-003,0,184,184,182,215,203
2024-05-31,FR,Retail,NutriBox,NB-FR-003,0,126,126,115,126,107
2024-06-01,FR,Retail,NutriBox,NB-FR-003,0,312,312,355,328,294
2024-06-02,FR,Retail,NutriBox,NB-FR-003,0,170,170,168,151,181
2024-06-03,FR,Retail,NutriBox,NB-FR-003,0,323,323,298,335,342
2024-06-04,FR,Retail,NutriBox,NB-FR-003,0,199,199,203,179,225
2024-06-05,FR,Retail,NutriBox,NB-FR-003,0,272,272,270,247,238
2024-06-06,FR,Retail,NutriBox,NB-FR-003,1,306,306,321,321,306
2024-06-07,FR,Retail,NutriBox,NB-FR-003,0,336,336,358,261,329
2024-06-08,FR,Retail,NutriBox,NB-FR-003,1,324,324,330,331,324
2024-06-09,FR,Retail,NutriBox,NB-FR-003,0,218,218,202,192,212
2024-06-10,FR,Retail,NutriBox,NB-FR-003,1,439,439,422,449,445
2024-06-11,FR,Retail,NutriBox,NB-FR-003,0,306,306,278,286,302
2024-06-12,FR,Retail,NutriBox,NB-FR-003,0,221,221,211,227,229
2024-06-13,FR,Retail,NutriBox,NB-FR-003,0,283,283,315,312,290
2024-06-14,FR,Retail,NutriBox,NB-FR-003,0,347,347,308,301,293
2024-06-15,FR,Retail,NutriBox,NB-FR-003,0,229,229,239,234,268
2024-06-16,FR,Retail,NutriBox,NB-FR-003,0,215,215,223,232,247
2024-06-17,FR,Retail,NutriBox,NB-FR-003,0,211,211,217,192,233
2024-06-18,FR,Retail,NutriBox,NB-FR-003,0,285,285,258,295,310
2024-06-19,FR,Retail,NutriBox,NB-FR-003,0,269,269,264,276,292
2024-06-20,FR,Retail,NutriBox,NB-FR-003,0,221,221,206,204,186
2024-06-21,FR,Retail,NutriBox,NB-FR-003,0,260,260,264,269,277
2024-06-22,FR,Retail,NutriBox,NB-FR-003,0,132,132,150,146,129
2024-06-23,FR,Retail,NutriBox,NB-FR-003,0,284,284,237,240,272
2024-06-24,FR,Retail,NutriBox,NB-FR-003,0,330,330,324,324,385
2024-06-25,FR,Retail,NutriBox,NB-FR-003,0,200,200,212,217,225
2024-06-26,FR,Retail,NutriBox,NB-FR-003,0,290,290,314,301,343
2024-06-27,FR,Retail,NutriBox,NB-FR-003,0,176,176,170,167,154
2024-06-28,FR,Retail,NutriBox,NB-FR-003,0,353,353,325,278,329
2024-06-29,FR,Retail,NutriBox,NB-FR-003,0,217,217,204,184,203
2024-06-30,FR,Retail,NutriBox,NB-FR-003,0,253,253,292,269,276
2024-07-01,FR,Retail,NutriBox,NB-FR-003,0,276,276,232,247,277
2024-07-02,FR,Retail,NutriBox,NB-FR-003,0,239,239,231,268,226
2024-07-03,FR,Retail,NutriBox,NB-FR-003,0,265,265,268,292,290
2024-07-04,FR,Retail,NutriBox,NB-FR-003,0,231,231,204,215,240
2024-07-05,FR,Retail,NutriBox,NB-FR-003,0,247,247,220,214,251
2024-07-06,FR,Retail,NutriBox,NB-FR-003,0,231,231,194,239,212
2024-07-07,FR,Retail,NutriBox,NB-FR-003,1,508,508,485,479,491
2024-07-08,FR,Retail,NutriBox,NB-FR-003,0,263,263,234,225,292
2024-07-09,FR,Retail,NutriBox,NB-FR-003,0,312,312,272,311,326
2024-07-10,FR,Retail,NutriBox,NB-FR-003,0,201,201,213,208,224
2024-07-11,FR,Retail,NutriBox,NB-FR-003,0,265,265,259,229,265
2024-07-12,FR,Retail,NutriBox,NB-FR-003,0,204,204,195,217,230
2024-07-13,FR,Retail,NutriBox,NB-FR-003,0,267,267,249,257,310
2024-07-14,FR,Retail,NutriBox,NB-FR-003,0,219,219,226,248,259
2024-07-15,FR,Retail,NutriBox,NB-FR-003,0,231,231,228,281,264
2024-07-16,FR,Retail,NutriBox,NB-FR-003,0,329,329,287,298,304
2024-07-17,FR,Retail,NutriBox,NB-FR-003,0,321,321,299,308,324
2024-07-18,FR,Retail,NutriBox,NB-FR-003,0,232,232,192,222,274
2024-07-19,FR,Retail,NutriBox,NB-FR-003,0,249,249,251,252,227
2024-07-20,FR,Retail,NutriBox,NB-FR-003,0,228,228,223,222,227
2024-07-21,FR,Retail,NutriBox,NB-FR-003,0,342,342,344,375,343
2024-07-22,FR,Retail,NutriBox,NB-FR-003,0,278,278,276,229,254
2024-07-23,FR,Retail,NutriBox,NB-FR-003,0,259,259,254,285,303
2024-07-24,FR,Retail,NutriBox,NB-FR-003,1,364,364,383,375,405
2024-07-25,FR,Retail,NutriBox,NB-FR-003,0,333,333,309,337,350
2024-07-26,FR,Retail,NutriBox,NB-FR-003,0,352,352,347,352,366
2024-07-27,FR,Retail,NutriBox,NB-FR-003,0,246,246,222,196,245
2024-07-28,FR,Retail,NutriBox,NB-FR-003,1,376,376,383,328,331
2024-07-29,FR,Retail,NutriBox,NB-FR-003,0,317,317,340,327,327
2024-07-30,FR,Retail,NutriBox,NB-FR-003,0,263,263,269,262,294
2024-07-31,FR,Retail,NutriBox,NB-FR-003,0,285,285,261,238,251
2024-08-01,FR,Retail,NutriBox,NB-FR-003,0,181,181,143,141,145
2024-08-02,FR,Retail,NutriBox,NB-FR-003,0,207,207,220,194,213
2024-08-03,FR,Retail,NutriBox,NB-FR-003,0,280,280,254,247,278
2024-08-04,FR,Retail,NutriBox,NB-FR-003,0,219,219,223,220,175
2024-08-05,FR,Retail,NutriBox,NB-FR-003,0,167,167,159,189,142
2024-08-06,FR,Retail,NutriBox,NB-FR-003,0,339,339,308,323,366
2024-08-07,FR,Retail,NutriBox,NB-FR-003,0,243,243,228,230,265
2024-08-08,FR,Retail,NutriBox,NB-FR-003,0,274,274,255,268,241
2024-08-09,FR,Retail,NutriBox,NB-FR-003,0,224,224,218,223,201
2024-08-10,FR,Retail,NutriBox,NB-FR-003,0,369,369,316,318,280
2024-08-11,FR,Retail,NutriBox,NB-FR-003,0,315,315,340,374,413
2024-08-12,FR,Retail,NutriBox,NB-FR-003,0,314,314,341,323,388
2024-08-13,FR,Retail,NutriBox,NB-FR-003,1,263,263,291,247,275
2024-08-14,FR,Retail,NutriBox,NB-FR-003,0,278,278,292,233,304
2024-08-15,FR,Retail,NutriBox,NB-FR-003,0,268,268,274,265,243
2024-08-16,FR,Retail,NutriBox,NB-FR-003,0,387,387,366,356,349
2024-08-17,FR,Retail,NutriBox,NB-FR-003,0,305,305,286,312,307
2024-08-18,FR,Retail,NutriBox,NB-FR-003,0,176,176,157,137,190
2024-08-19,FR,Retail,NutriBox,NB-FR-003,0,188,188,199,190,234
2024-08-20,FR,Retail,NutriBox,NB-FR-003,0,262,262,240,261,250
2024-08-21,FR,Retail,NutriBox,NB-FR-003,0,330,330,330,300,326
2024-08-22,FR,Retail,NutriBox,NB-FR-003,0,315,315,346,350,357
2024-08-23,FR,Retail,NutriBox,NB-FR-003,0,253,253,229,215,213
2024-08-24,FR,Retail,NutriBox,NB-FR-003,1,339,339,332,300,276
2024-08-25,FR,Retail,NutriBox,NB-FR-003,0,276,276,253,290,306
2024-08-26,FR,Retail,NutriBox,NB-FR-003,0,263,263,253,232,248
2024-08-27,FR,Retail,NutriBox,NB-FR-003,0,186,186,205,164,182
2024-08-28,FR,Retail,NutriBox,NB-FR-003,1,374,374,372,337,417
2024-08-29,FR,Retail,NutriBox,NB-FR-003,0,260,260,245,266,230
2024-08-30,FR,Retail,NutriBox,NB-FR-003,0,280,280,263,265,243
2024-08-31,FR,Retail,NutriBox,NB-FR-003,0,223,223,197,187,201
2024-09-01,FR,Retail,NutriBox,NB-FR-003,0,164,164,172,166,180
2024-09-02,FR,Retail,NutriBox,NB-FR-003,0,131,131,130,118,129
2024-09-03,FR,Retail,NutriBox,NB-FR-003,0,234,234,213,205,203
2024-09-04,FR,Retail,NutriBox,NB-FR-003,0,183,183,168,189,186
2024-09-05,FR,Retail,NutriBox,NB-FR-003,1,298,298,307,273,264
2024-09-06,FR,Retail,NutriBox,NB-FR-003,0,207,207,227,231,254
2024-09-07,FR,Retail,NutriBox,NB-FR-003,0,169,169,165,136,172
2024-09-08,FR,Retail,NutriBox,NB-FR-003,0,192,192,171,142,200
2024-09-09,FR,Retail,NutriBox,NB-FR-003,0,204,204,192,184,227
2024-09-10,FR,Retail,NutriBox,NB-FR-003,1,127,127,110,110,104
2024-09-11,FR,Retail,NutriBox,NB-FR-003,0,205,205,213,194,204
2024-09-12,FR,Retail,NutriBox,NB-FR-003,0,142,142,158,150,135
2024-09-13,FR,Retail,NutriBox,NB-FR-003,0,195,195,219,198,195
2024-09-14,FR,Retail,NutriBox,NB-FR-003,0,139,139,151,160,150
2024-09-15,FR,Retail,NutriBox,NB-FR-003,0,250,250,248,255,248
2024-09-16,FR,Retail,NutriBox,NB-FR-003,0,189,189,190,182,185
2024-09-17,FR,Retail,NutriBox,NB-FR-003,0,128,128,160,160,167
2024-09-18,FR,Retail,NutriBox,NB-FR-003,0,176,176,172,160,166
2024-09-19,FR,Retail,NutriBox,NB-FR-003,0,255,255,263,232,242
2024-09-20,FR,Retail,NutriBox,NB-FR-003,0,227,227,214,216,231
2024-09-21,FR,Retail,NutriBox,NB-FR-003,0,256,256,273,241,312
2024-09-22,FR,Retail,NutriBox,NB-FR-003,0,215,215,198,199,194
2024-09-23,FR,Retail,NutriBox,NB-FR-003,0,176,176,172,175,215
2024-09-24,FR,Retail,NutriBox,NB-FR-003,0,130,130,127,124,125
2024-09-25,FR,Retail,NutriBox,NB-FR-003,0,224,224,202,219,219
2024-09-26,FR,Retail,NutriBox,NB-FR-003,0,102,102,96,97,111
2024-09-27,FR,Retail,NutriBox,NB-FR-003,0,171,171,160,160,171
2024-09-28,FR,Retail,NutriBox,NB-FR-003,0,164,164,189,173,193
2024-09-29,FR,Retail,NutriBox,NB-FR-003,0,108,108,100,112,95
2024-09-30,FR,Retail,NutriBox,NB-FR-003,1,271,271,274,267,272
2024-10-01,FR,Retail,NutriBox,NB-FR-003,0,209,209,188,179,229
2024-10-02,FR,Retail,NutriBox,NB-FR-003,0,160,160,177,163,186
2024-10-03,FR,Retail,NutriBox,NB-FR-003,0,165,165,161,173,182
2024-10-04,FR,Retail,NutriBox,NB-FR-003,0,274,274,264,286,275
2024-10-05,FR,Retail,NutriBox,NB-FR-003,0,154,154,133,141,109
2024-10-06,FR,Retail,NutriBox,NB-FR-003,0,236,236,215,223,233
2024-10-07,FR,Retail,NutriBox,NB-FR-003,0,180,180,190,191,159
2024-10-08,FR,Retail,NutriBox,NB-FR-003,0,162,162,141,137,135
2024-10-09,FR,Retail,NutriBox,NB-FR-003,0,144,144,148,147,159
2024-10-10,FR,Retail,NutriBox,NB-FR-003,0,249,249,260,288,290
2024-10-11,FR,Retail,NutriBox,NB-FR-003,0,295,295,312,275,316
2024-10-12,FR,Retail,NutriBox,NB-FR-003,0,174,174,189,195,174
2024-10-13,FR,Retail,NutriBox,NB-FR-003,0,172,172,174,168,134
2024-10-14,FR,Retail,NutriBox,NB-FR-003,0,221,221,235,203,176
2024-10-15,FR,Retail,NutriBox,NB-FR-003,0,169,169,134,139,166
2024-10-16,FR,Retail,NutriBox,NB-FR-003,0,199,199,193,172,225
2024-10-17,FR,Retail,NutriBox,NB-FR-003,0,224,224,202,219,224
2024-10-18,FR,Retail,NutriBox,NB-FR-003,0,221,221,217,195,192
2024-10-19,FR,Retail,NutriBox,NB-FR-003,0,219,219,222,230,243
2024-10-20,FR,Retail,NutriBox,NB-FR-003,0,218,218,193,191,182
2024-10-21,FR,Retail,NutriBox,NB-FR-003,0,272,272,252,273,185
2024-10-22,FR,Retail,NutriBox,NB-FR-003,0,82,82,116,121,116
2024-10-23,FR,Retail,NutriBox,NB-FR-003,0,225,225,230,258,229
2024-10-24,FR,Retail,NutriBox,NB-FR-003,0,95,95,95,97,89
2024-10-25,FR,Retail,NutriBox,NB-FR-003,0,137,137,121,110,120
2024-10-26,FR,Retail,NutriBox,NB-FR-003,0,244,244,255,215,255
2024-10-27,FR,Retail,NutriBox,NB-FR-003,0,209,209,206,230,205
2024-10-28,FR,Retail,NutriBox,NB-FR-003,0,149,149,135,142,143
2024-10-29,FR,Retail,NutriBox,NB-FR-003,0,191,191,184,187,206
2024-10-30,FR,Retail,NutriBox,NB-FR-003,0,142,142,117,117,112
2024-10-31,FR,Retail,NutriBox,NB-FR-003,1,147,147,170,166,154
2024-11-01,FR,Retail,NutriBox,NB-FR-003,0,259,259,248,226,245
2024-11-02,FR,Retail,NutriBox,NB-FR-003,0,309,309,277,293,289
2024-11-03,FR,Retail,NutriBox,NB-FR-003,0,289,289,288,264,260
2024-11-04,FR,Retail,NutriBox,NB-FR-003,0,140,140,147,148,181
2024-11-05,FR,Retail,NutriBox,NB-FR-003,0,164,164,151,164,162
2024-11-06,FR,Retail,NutriBox,NB-FR-003,1,312,312,295,326,260
2024-11-07,FR,Retail,NutriBox,NB-FR-003,0,322,322,303,282,345
2024-11-08,FR,Retail,NutriBox,NB-FR-003,0,270,270,290,228,329
2024-11-09,FR,Retail,NutriBox,NB-FR-003,0,252,252,232,244,233
2024-11-10,FR,Retail,NutriBox,NB-FR-003,0,329,329,321,278,294
2024-11-11,FR,Retail,NutriBox,NB-FR-003,0,221,221,205,193,238
2024-11-12,FR,Retail,NutriBox,NB-FR-003,0,334,334,322,341,318
2024-11-13,FR,Retail,NutriBox,NB-FR-003,0,217,217,218,239,253
2024-11-14,FR,Retail,NutriBox,NB-FR-003,0,230,230,233,204,279
2024-11-15,FR,Retail,NutriBox,NB-FR-003,0,176,176,192,179,179
2024-11-16,FR,Retail,NutriBox,NB-FR-003,0,270,270,224,261,257
2024-11-17,FR,Retail,NutriBox,NB-FR-003,0,225,225,220,224,192
2024-11-18,FR,Retail,NutriBox,NB-FR-003,0,204,204,228,200,253
2024-11-19,FR,Retail,NutriBox,NB-FR-003,0,264,264,230,231,297
2024-11-20,FR,Retail,NutriBox,NB-FR-003,0,217,217,233,221,225
2024-11-21,FR,Retail,NutriBox,NB-FR-003,0,298,298,331,322,272
2024-11-22,FR,Retail,NutriBox,NB-FR-003,0,279,279,262,306,195
2024-11-23,FR,Retail,NutriBox,NB-FR-003,0,270,270,233,250,261
2024-11-24,FR,Retail,NutriBox,NB-FR-003,0,279,279,317,313,301
2024-11-25,FR,Retail,NutriBox,NB-FR-003,0,205,205,194,196,242
2024-11-26,FR,Retail,NutriBox,NB-FR-003,0,203,203,214,196,175
2024-11-27,FR,Retail,NutriBox,NB-FR-003,0,308,308,319,321,290
2024-11-28,FR,Retail,NutriBox,NB-FR-003,0,190,190,210,204,209
2024-11-29,FR,Retail,NutriBox,NB-FR-003,0,172,172,197,164,180
2024-11-30,FR,Retail,NutriBox,NB-FR-003,0,341,341,317,334,364
2024-12-01,FR,Retail,NutriBox,NB-FR-003,1,457,457,477,453,426
2024-12-02,FR,Retail,NutriBox,NB-FR-003,0,332,332,325,280,318
2024-12-03,FR,Retail,NutriBox,NB-FR-003,0,304,304,340,326,310
2024-12-04,FR,Retail,NutriBox,NB-FR-003,0,342,342,323,334,265
2024-12-05,FR,Retail,NutriBox,NB-FR-003,0,301,301,258,260,267
2024-12-06,FR,Retail,NutriBox,NB-FR-003,0,359,359,347,382,401
2024-12-07,FR,Retail,NutriBox,NB-FR-003,0,257,257,279,261,343
2024-12-08,FR,Retail,NutriBox,NB-FR-003,0,225,225,216,183,184
2024-12-09,FR,Retail,NutriBox,NB-FR-003,0,221,221,233,221,289
2024-12-10,FR,Retail,NutriBox,NB-FR-003,0,280,280,303,256,327
2024-12-11,FR,Retail,NutriBox,NB-FR-003,0,209,209,206,179,219
2024-12-12,FR,Retail,NutriBox,NB-FR-003,0,191,191,209,215,201
2024-12-13,FR,Retail,NutriBox,NB-FR-003,0,316,316,266,237,304
2024-12-14,FR,Retail,NutriBox,NB-FR-003,0,242,242,235,246,262
2024-12-15,FR,Retail,NutriBox,NB-FR-003,0,285,285,306,265,231
2024-12-16,FR,Retail,NutriBox,NB-FR-003,0,187,187,204,184,165
2024-12-17,FR,Retail,NutriBox,NB-FR-003,0,358,358,359,398,383
2024-12-18,FR,Retail,NutriBox,NB-FR-003,0,247,247,240,231,214
2024-12-19,FR,Retail,NutriBox,NB-FR-003,0,320,320,341,314,389
2024-12-20,FR,Retail,NutriBox,NB-FR-003,0,218,218,228,251,228
2024-12-21,FR,Retail,NutriBox,NB-FR-003,0,253,253,242,229,254
2024-12-22,FR,Retail,NutriBox,NB-FR-003,0,367,367,345,338,376
2024-12-23,FR,Retail,NutriBox,NB-FR-003,1,389,389,431,427,452
2024-12-24,FR,Retail,NutriBox,NB-FR-003,0,379,379,348,364,382
2024-12-25,FR,Retail,NutriBox,NB-FR-003,0,222,222,219,245,267
2024-12-26,FR,Retail,NutriBox,NB-FR-003,0,241,241,213,256,262
2024-12-27,FR,Retail,NutriBox,NB-FR-003,0,206,206,200,200,167
2024-12-28,FR,Retail,NutriBox,NB-FR-003,0,357,357,338,286,306
2024-12-29,FR,Retail,NutriBox,NB-FR-003,0,237,237,278,272,269
2024-12-30,FR,Retail,NutriBox,NB-FR-003,0,249,249,243,281,293
2024-12-31,FR,Retail,NutriBox,NB-FR-003,0,259,259,285,243,302
2022-01-01,FR,Retail,NutriBox,NB-FR-004,0,100,100,95,80,103
2022-01-02,FR,Retail,NutriBox,NB-FR-004,0,114,114,95,113,115
2022-01-03,FR,Retail,NutriBox,NB-FR-004,1,125,125,117,129,124
2022-01-04,FR,Retail,NutriBox,NB-FR-004,0,98,98,107,98,88
2022-01-05,FR,Retail,NutriBox,NB-FR-004,0,79,79,73,80,96
2022-01-06,FR,Retail,NutriBox,NB-FR-004,0,106,106,111,106,133
2022-01-07,FR,Retail,NutriBox,NB-FR-004,0,75,75,72,70,84
2022-01-08,FR,Retail,NutriBox,NB-FR-004,1,116,116,115,124,104
2022-01-09,FR,Retail,NutriBox,NB-FR-004,0,117,117,100,106,113
2022-01-10,FR,Retail,NutriBox,NB-FR-004,0,96,96,90,90,88
2022-01-11,FR,Retail,NutriBox,NB-FR-004,0,82,82,113,113,103
2022-01-12,FR,Retail,NutriBox,NB-FR-004,0,107,107,105,108,95
2022-01-13,FR,Retail,NutriBox,NB-FR-004,1,176,176,149,131,154
2022-01-14,FR,Retail,NutriBox,NB-FR-004,0,110,110,123,112,134
2022-01-15,FR,Retail,NutriBox,NB-FR-004,0,90,90,115,115,128
2022-01-16,FR,Retail,NutriBox,NB-FR-004,0,86,86,85,79,73
2022-01-17,FR,Retail,NutriBox,NB-FR-004,0,110,110,133,135,121
2022-01-18,FR,Retail,NutriBox,NB-FR-004,0,98,98,124,115,115
2022-01-19,FR,Retail,NutriBox,NB-FR-004,0,150,150,147,149,146
2022-01-20,FR,Retail,NutriBox,NB-FR-004,0,74,74,73,82,71
2022-01-21,FR,Retail,NutriBox,NB-FR-004,0,63,63,60,72,66
2022-01-22,FR,Retail,NutriBox,NB-FR-004,0,77,77,98,105,73
2022-01-23,FR,Retail,NutriBox,NB-FR-004,0,113,113,113,118,125
2022-01-24,FR,Retail,NutriBox,NB-FR-004,1,177,177,180,158,160
2022-01-25,FR,Retail,NutriBox,NB-FR-004,0,148,148,132,111,107
2022-01-26,FR,Retail,NutriBox,NB-FR-004,0,110,110,118,125,115
2022-01-27,FR,Retail,NutriBox,NB-FR-004,0,133,133,108,115,117
2022-01-28,FR,Retail,NutriBox,NB-FR-004,0,74,74,69,66,58
2022-01-29,FR,Retail,NutriBox,NB-FR-004,1,113,113,127,114,120
2022-01-30,FR,Retail,NutriBox,NB-FR-004,0,112,112,93,106,102
2022-01-31,FR,Retail,NutriBox,NB-FR-004,0,103,103,94,90,122
2022-02-01,FR,Retail,NutriBox,NB-FR-004,0,90,90,95,89,100
2022-02-02,FR,Retail,NutriBox,NB-FR-004,0,94,94,85,94,84
2022-02-03,FR,Retail,NutriBox,NB-FR-004,0,110,110,93,91,102
2022-02-04,FR,Retail,NutriBox,NB-FR-004,0,89,89,92,100,74
2022-02-05,FR,Retail,NutriBox,NB-FR-004,1,154,154,170,164,138
2022-02-06,FR,Retail,NutriBox,NB-FR-004,0,102,102,100,101,108
2022-02-07,FR,Retail,NutriBox,NB-FR-004,0,128,128,122,126,121
2022-02-08,FR,Retail,NutriBox,NB-FR-004,0,130,130,155,137,137
2022-02-09,FR,Retail,NutriBox,NB-FR-004,0,82,82,95,91,89
2022-02-10,FR,Retail,NutriBox,NB-FR-004,0,100,100,101,81,105
2022-02-11,FR,Retail,NutriBox,NB-FR-004,0,96,96,86,88,94
2022-02-12,FR,Retail,NutriBox,NB-FR-004,0,116,116,103,109,115
2022-02-13,FR,Retail,NutriBox,NB-FR-004,0,84,84,92,75,89
2022-02-14,FR,Retail,NutriBox,NB-FR-004,0,111,111,98,97,95
2022-02-15,FR,Retail,NutriBox,NB-FR-004,0,75,75,74,74,67
2022-02-16,FR,Retail,NutriBox,NB-FR-004,0,77,77,70,71,74
2022-02-17,FR,Retail,NutriBox,NB-FR-004,1,147,147,146,128,171
2022-02-18,FR,Retail,NutriBox,NB-FR-004,0,64,64,81,79,89
2022-02-19,FR,Retail,NutriBox,NB-FR-004,0,132,132,110,134,122
2022-02-20,FR,Retail,NutriBox,NB-FR-004,0,102,102,92,91,91
2022-02-21,FR,Retail,NutriBox,NB-FR-004,0,103,103,97,110,115
2022-02-22,FR,Retail,NutriBox,NB-FR-004,0,96,96,109,109,101
2022-02-23,FR,Retail,NutriBox,NB-FR-004,0,84,84,71,68,79
2022-02-24,FR,Retail,NutriBox,NB-FR-004,0,71,71,80,88,82
2022-02-25,FR,Retail,NutriBox,NB-FR-004,0,70,70,73,77,77
2022-02-26,FR,Retail,NutriBox,NB-FR-004,0,82,82,81,71,76
2022-02-27,FR,Retail,NutriBox,NB-FR-004,0,130,130,123,82,108
2022-02-28,FR,Retail,NutriBox,NB-FR-004,0,113,113,114,117,133
2022-03-01,FR,Retail,NutriBox,NB-FR-004,0,80,80,80,78,71
2022-03-02,FR,Retail,NutriBox,NB-FR-004,0,116,116,109,100,95
2022-03-03,FR,Retail,NutriBox,NB-FR-004,0,101,101,81,81,83
2022-03-04,FR,Retail,NutriBox,NB-FR-004,0,100,100,97,96,85
2022-03-05,FR,Retail,NutriBox,NB-FR-004,0,130,130,135,111,107
2022-03-06,FR,Retail,NutriBox,NB-FR-004,0,71,71,83,96,96
2022-03-07,FR,Retail,NutriBox,NB-FR-004,0,112,112,126,117,150
2022-03-08,FR,Retail,NutriBox,NB-FR-004,0,107,107,96,90,94
2022-03-09,FR,Retail,NutriBox,NB-FR-004,0,80,80,94,96,104
