Week,Country,Channel,SKU,Units
2023-01-30,NG,Ecom,FB-INT-011,0
2023-02-06,NG,Ecom,FB-INT-011,0
2023-02-13,NG,Ecom,FB-INT-011,0
2023-02-20,NG,Ecom,FB-INT-011,0
2023-02-27,NG,Ecom,FB-INT-011,0
2023-03-06,NG,Ecom,FB-INT-011,0
2023-03-13,NG,Ecom,FB-INT-011,0
2023-03-20,NG,Ecom,FB-INT-011,0
2023-03-27,NG,Ecom,FB-INT-011,0
2023-04-03,NG,Ecom,FB-INT-011,0
2023-04-10,NG,Ecom,FB-INT-011,0
2023-04-17,NG,Ecom,FB-INT-011,15
2023-04-24,NG,Ecom,FB-INT-011,0
2023-05-01,NG,Ecom,FB-INT-011,0
2023-05-08,NG,Ecom,FB-INT-011,16
2023-05-15,NG,Ecom,FB-INT-011,0
2023-05-22,NG,Ecom,FB-INT-011,13
2023-05-29,NG,Ecom,FB-INT-011,0
2023-06-05,NG,Ecom,FB-INT-011,0
2023-06-12,NG,Ecom,FB-INT-011,0
2023-06-19,NG,Ecom,FB-INT-011,0
2023-06-26,NG,Ecom,FB-INT-011,0
2023-07-03,NG,Ecom,FB-INT-011,0
2023-07-10,NG,Ecom,FB-INT-011,0
2023-07-17,NG,Ecom,FB-INT-011,13
2023-07-24,NG,Ecom,FB-INT-011,0
2023-07-31,NG,Ecom,FB-INT-011,0
2023-08-07,NG,Ecom,FB-INT-011,0
2023-08-14,NG,Ecom,FB-INT-011,0
2023-08-21,NG,Ecom,FB-INT-011,0
2023-08-28,NG,Ecom,FB-INT-011,0
2023-09-04,NG,Ecom,FB-INT-011,0
2023-09-11,NG,Ecom,FB-INT-011,13
2023-09-18,NG,Ecom,FB-INT-011,0
2023-09-25,NG,Ecom,FB-INT-011,0
2023-10-02,NG,Ecom,FB-INT-011,21
2023-10-09,NG,Ecom,FB-INT-011,0
2023-10-16,NG,Ecom,FB-INT-011,0
2023-10-23,NG,Ecom,FB-INT-011,0
2023-10-30,NG,Ecom,FB-INT-011,0
2023-11-06,NG,Ecom,FB-INT-011,0
2023-11-13,NG,Ecom,FB-INT-011,0
2023-11-20,NG,Ecom,FB-INT-011,0
2023-11-27,NG,Ecom,FB-INT-011,0
2023-12-04,NG,Ecom,FB-INT-011,0
2023-12-11,NG,Ecom,FB-INT-011,0
2023-12-18,NG,Ecom,FB-INT-011,0
2023-12-25,NG,Ecom,FB-INT-011,0
2024-01-01,NG,Ecom,FB-INT-011,0
2024-01-08,NG,Ecom,FB-INT-011,0
2024-01-15,NG,Ecom,FB-INT-011,0
2024-01-22,NG,Ecom,FB-INT-011,0
2024-01-29,NG,Ecom,FB-INT-011,11
2024-02-05,NG,Ecom,FB-INT-011,0
2024-02-12,NG,Ecom,FB-INT-011,0
2024-02-19,NG,Ecom,FB-INT-011,14
2024-02-26,NG,Ecom,FB-INT-011,0
2024-03-04,NG,Ecom,FB-INT-011,0
2024-03-11,NG,Ecom,FB-INT-011,0
2024-03-18,NG,Ecom,FB-INT-011,0
2024-03-25,NG,Ecom,FB-INT-011,0
2024-04-01,NG,Ecom,FB-INT-011,0
2024-04-08,NG,Ecom,FB-INT-011,10
2024-04-15,NG,Ecom,FB-INT-011,0
2024-04-22,NG,Ecom,FB-INT-011,0
2024-04-29,NG,Ecom,FB-INT-011,0
2024-05-06,NG,Ecom,FB-INT-011,0
2024-05-13,NG,Ecom,FB-INT-011,0
2024-05-20,NG,Ecom,FB-INT-011,0
2024-05-27,NG,Ecom,FB-INT-011,0
2024-06-03,NG,Ecom,FB-INT-011,0
2024-06-10,NG,Ecom,FB-INT-011,13
2024-06-17,NG,Ecom,FB-INT-011,0
2024-06-24,NG,Ecom,FB-INT-011,13
2024-07-01,NG,Ecom,FB-INT-011,0
2024-07-08,NG,Ecom,FB-INT-011,11
2024-07-15,NG,Ecom,FB-INT-011,10
2024-07-22,NG,Ecom,FB-INT-011,0
2024-07-29,NG,Ecom,FB-INT-011,0
2024-08-05,NG,Ecom,FB-INT-011,0
2024-08-12,NG,Ecom,FB-INT-011,0
2024-08-19,NG,Ecom,FB-INT-011,0
2024-08-26,NG,Ecom,FB-INT-011,0
2024-09-02,NG,Ecom,FB-INT-011,0
2024-09-09,NG,Ecom,FB-INT-011,0
2024-09-16,NG,Ecom,FB-INT-011,0
2024-09-23,NG,Ecom,FB-INT-011,0
2024-09-30,NG,Ecom,FB-INT-011,0
2024-10-07,NG,Ecom,FB-INT-011,0
2024-10-14,NG,Ecom,FB-INT-011,0
2024-10-21,NG,Ecom,FB-INT-011,9
2024-10-28,NG,Ecom,FB-INT-011,0
2024-11-04,NG,Ecom,FB-INT-011,0
2024-11-11,NG,Ecom,FB-INT-011,0
2024-11-18,NG,Ecom,FB-INT-011,0
2024-11-25,NG,Ecom,FB-INT-011,12
2024-12-02,NG,Ecom,FB-INT-011,0
2024-12-09,NG,Ecom,FB-INT-011,0
2024-12-16,NG,Ecom,FB-INT-011,0
2024-12-23,NG,Ecom,FB-INT-011,0
2024-12-30,NG,Ecom,FB-INT-011,17
2022-01-03,NG,Ecom,FB-INT-012,0
2022-01-10,NG,Ecom,FB-INT-012,0
2022-01-17,NG,Ecom,FB-INT-012,0
2022-01-24,NG,Ecom,FB-INT-012,0
2022-01-31,NG,Ecom,FB-INT-012,0
2022-02-07,NG,Ecom,FB-INT-012,0
2022-02-14,NG,Ecom,FB-INT-012,12
2022-02-21,NG,Ecom,FB-INT-012,0
2022-02-28,NG,Ecom,FB-INT-012,0
2022-03-07,NG,Ecom,FB-INT-012,0
2022-03-14,NG,Ecom,FB-INT-012,0
2022-03-21,NG,Ecom,FB-INT-012,0
2022-03-28,NG,Ecom,FB-INT-012,0
2022-04-04,NG,Ecom,FB-INT-012,0
2022-04-11,NG,Ecom,FB-INT-012,0
2022-04-18,NG,Ecom,FB-INT-012,0
2022-04-25,NG,Ecom,FB-INT-012,0
2022-05-02,NG,Ecom,FB-INT-012,0
2022-05-09,NG,Ecom,FB-INT-012,10
2022-05-16,NG,Ecom,FB-INT-012,0
2022-05-23,NG,Ecom,FB-INT-012,0
2022-05-30,NG,Ecom,FB-INT-012,0
2022-06-06,NG,Ecom,FB-INT-012,0
2022-06-13,NG,Ecom,FB-INT-012,16
2022-06-20,NG,Ecom,FB-INT-012,0
2022-06-27,NG,Ecom,FB-INT-012,0
2022-07-04,NG,Ecom,FB-INT-012,0
2022-07-11,NG,Ecom,FB-INT-012,0
2022-07-18,NG,Ecom,FB-INT-012,0
2022-07-25,NG,Ecom,FB-INT-012,0
2022-08-01,NG,Ecom,FB-INT-012,0
2022-08-08,NG,Ecom,FB-INT-012,0
2022-08-15,NG,Ecom,FB-INT-012,0
2022-08-22,NG,Ecom,FB-INT-012,16
2022-08-29,NG,Ecom,FB-INT-012,0
2022-09-05,NG,Ecom,FB-INT-012,0
2022-09-12,NG,Ecom,FB-INT-012,0
2022-09-19,NG,Ecom,FB-INT-012,0
2022-09-26,NG,Ecom,FB-INT-012,0
2022-10-03,NG,Ecom,FB-INT-012,0
2022-10-10,NG,Ecom,FB-INT-012,0
2022-10-17,NG,Ecom,FB-INT-012,0
2022-10-24,NG,Ecom,FB-INT-012,15
2022-10-31,NG,Ecom,FB-INT-012,0
2022-11-07,NG,Ecom,FB-INT-012,0
2022-11-14,NG,Ecom,FB-INT-012,0
2022-11-21,NG,Ecom,FB-INT-012,18
2022-11-28,NG,Ecom,FB-INT-012,16
2022-12-05,NG,Ecom,FB-INT-012,0
2022-12-12,NG,Ecom,FB-INT-012,0
2022-12-19,NG,Ecom,FB-INT-012,14
2022-12-26,NG,Ecom,FB-INT-012,0
2023-01-02,NG,Ecom,FB-INT-012,0
2023-01-09,NG,Ecom,FB-INT-012,0
2023-01-16,NG,Ecom,FB-INT-012,0
2023-01-23,NG,Ecom,FB-INT-012,0
2023-01-30,NG,Ecom,FB-INT-012,13
2023-02-06,NG,Ecom,FB-INT-012,0
2023-02-13,NG,Ecom,FB-INT-012,0
2023-02-20,NG,Ecom,FB-INT-012,7
2023-02-27,NG,Ecom,FB-INT-012,0
2023-03-06,NG,Ecom,FB-INT-012,14
2023-03-13,NG,Ecom,FB-INT-012,0
2023-03-20,NG,Ecom,FB-INT-012,0
2023-03-27,NG,Ecom,FB-INT-012,0
2023-04-03,NG,Ecom,FB-INT-012,0
2023-04-10,NG,Ecom,FB-INT-012,0
2023-04-17,NG,Ecom,FB-INT-012,0
2023-04-24,NG,Ecom,FB-INT-012,0
2023-05-01,NG,Ecom,FB-INT-012,15
2023-05-08,NG,Ecom,FB-INT-012,16
2023-05-15,NG,Ecom,FB-INT-012,0
2023-05-22,NG,Ecom,FB-INT-012,0
2023-05-29,NG,Ecom,FB-INT-012,0
2023-06-05,NG,Ecom,FB-INT-012,0
2023-06-12,NG,Ecom,FB-INT-012,0
2023-06-19,NG,Ecom,FB-INT-012,0
2023-06-26,NG,Ecom,FB-INT-012,0
2023-07-03,NG,Ecom,FB-INT-012,0
2023-07-10,NG,Ecom,FB-INT-012,0
2023-07-17,NG,Ecom,FB-INT-012,18
2023-07-24,NG,Ecom,FB-INT-012,0
2023-07-31,NG,Ecom,FB-INT-012,0
2023-08-07,NG,Ecom,FB-INT-012,0
2023-08-14,NG,Ecom,FB-INT-012,0
2023-08-21,NG,Ecom,FB-INT-012,0
2023-08-28,NG,Ecom,FB-INT-012,0
2023-09-04,NG,Ecom,FB-INT-012,0
2023-09-11,NG,Ecom,FB-INT-012,0
2023-09-18,NG,Ecom,FB-INT-012,0
2023-09-25,NG,Ecom,FB-INT-012,12
2023-10-02,NG,Ecom,FB-INT-012,14
2023-10-09,NG,Ecom,FB-INT-012,14
2023-10-16,NG,Ecom,FB-INT-012,0
2023-10-23,NG,Ecom,FB-INT-012,0
2023-10-30,NG,Ecom,FB-INT-012,0
2023-11-06,NG,Ecom,FB-INT-012,0
2023-11-13,NG,Ecom,FB-INT-012,0
2023-11-20,NG,Ecom,FB-INT-012,0
2023-11-27,NG,Ecom,FB-INT-012,0
2023-12-04,NG,Ecom,FB-INT-012,0
2023-12-11,NG,Ecom,FB-INT-012,0
2023-12-18,NG,Ecom,FB-INT-012,0
2023-12-25,NG,Ecom,FB-INT-012,0
2024-01-01,NG,Ecom,FB-INT-012,0
2024-01-08,NG,Ecom,FB-INT-012,0
2024-01-15,NG,Ecom,FB-INT-012,0
2024-01-22,NG,Ecom,FB-INT-012,0
2024-01-29,NG,Ecom,FB-INT-012,0
2024-02-05,NG,Ecom,FB-INT-012,0
2024-02-12,NG,Ecom,FB-INT-012,0
2024-02-19,NG,Ecom,FB-INT-012,0
2024-02-26,NG,Ecom,FB-INT-012,0
2024-03-04,NG,Ecom,FB-INT-012,0
2024-03-11,NG,Ecom,FB-INT-012,0
2024-03-18,NG,Ecom,FB-INT-012,0
2024-03-25,NG,Ecom,FB-INT-012,0
2024-04-01,NG,Ecom,FB-INT-012,0
2024-04-08,NG,Ecom,FB-INT-012,17
2024-04-15,NG,Ecom,FB-INT-012,0
2024-04-22,NG,Ecom,FB-INT-012,16
2024-04-29,NG,Ecom,FB-INT-012,0
2024-05-06,NG,Ecom,FB-INT-012,0
2024-05-13,NG,Ecom,FB-INT-012,0
2024-05-20,NG,Ecom,FB-INT-012,0
2024-05-27,NG,Ecom,FB-INT-012,0
2024-06-03,NG,Ecom,FB-INT-012,0
2024-06-10,NG,Ecom,FB-INT-012,0
2024-06-17,NG,Ecom,FB-INT-012,17
2024-06-24,NG,Ecom,FB-INT-012,0
2024-07-01,NG,Ecom,FB-INT-012,0
2024-07-08,NG,Ecom,FB-INT-012,0
2024-07-15,NG,Ecom,FB-INT-012,0
2024-07-22,NG,Ecom,FB-INT-012,0
2024-07-29,NG,Ecom,FB-INT-012,0
2024-08-05,NG,Ecom,FB-INT-012,0
2024-08-12,NG,Ecom,FB-INT-012,0
2024-08-19,NG,Ecom,FB-INT-012,0
2024-08-26,NG,Ecom,FB-INT-012,0
2024-09-02,NG,Ecom,FB-INT-012,0
2024-09-09,NG,Ecom,FB-INT-012,0
2024-09-16,NG,Ecom,FB-INT-012,0
2024-09-23,NG,Ecom,FB-INT-012,0
2024-09-30,NG,Ecom,FB-INT-012,0
2024-10-07,NG,Ecom,FB-INT-012,0
2024-10-14,NG,Ecom,FB-INT-012,0
2024-10-21,NG,Ecom,FB-INT-012,0
2024-10-28,NG,Ecom,FB-INT-012,10
2024-11-04,NG,Ecom,FB-INT-012,14
2024-11-11,NG,Ecom,FB-INT-012,10
2024-11-18,NG,Ecom,FB-INT-012,0
2024-11-25,NG,Ecom,FB-INT-012,19
2024-12-02,NG,Ecom,FB-INT-012,0
2024-12-09,NG,Ecom,FB-INT-012,0
2024-12-16,NG,Ecom,FB-INT-012,13
2024-12-23,NG,Ecom,FB-INT-012,0
2024-12-30,NG,Ecom,FB-INT-012,0
2022-01-03,NG,Ecom,FB-INT-013,0
2022-01-10,NG,Ecom,FB-INT-013,0
2022-01-17,NG,Ecom,FB-INT-013,0
2022-01-24,NG,Ecom,FB-INT-013,8
2022-01-31,NG,Ecom,FB-INT-013,0
2022-02-07,NG,Ecom,FB-INT-013,0
2022-02-14,NG,Ecom,FB-INT-013,0
2022-02-21,NG,Ecom,FB-INT-013,0
2022-02-28,NG,Ecom,FB-INT-013,14
2022-03-07,NG,Ecom,FB-INT-013,0
2022-03-14,NG,Ecom,FB-INT-013,0
2022-03-21,NG,Ecom,FB-INT-013,0
2022-03-28,NG,Ecom,FB-INT-013,0
2022-04-04,NG,Ecom,FB-INT-013,0
2022-04-11,NG,Ecom,FB-INT-013,0
2022-04-18,NG,Ecom,FB-INT-013,0
2022-04-25,NG,Ecom,FB-INT-013,0
2022-05-02,NG,Ecom,FB-INT-013,12
2022-05-09,NG,Ecom,FB-INT-013,0
2022-05-16,NG,Ecom,FB-INT-013,0
2022-05-23,NG,Ecom,FB-INT-013,0
2022-05-30,NG,Ecom,FB-INT-013,0
2022-06-06,NG,Ecom,FB-INT-013,0
2022-06-13,NG,Ecom,FB-INT-013,0
2022-06-20,NG,Ecom,FB-INT-013,0
2022-06-27,NG,Ecom,FB-INT-013,0
2022-07-04,NG,Ecom,FB-INT-013,0
2022-07-11,NG,Ecom,FB-INT-013,6
2022-07-18,NG,Ecom,FB-INT-013,0
2022-07-25,NG,Ecom,FB-INT-013,0
2022-08-01,NG,Ecom,FB-INT-013,0
2022-08-08,NG,Ecom,FB-INT-013,8
2022-08-15,NG,Ecom,FB-INT-013,0
2022-08-22,NG,Ecom,FB-INT-013,0
2022-08-29,NG,Ecom,FB-INT-013,0
2022-09-05,NG,Ecom,FB-INT-013,0
2022-09-12,NG,Ecom,FB-INT-013,0
2022-09-19,NG,Ecom,FB-INT-013,0
2022-09-26,NG,Ecom,FB-INT-013,0
2022-10-03,NG,Ecom,FB-INT-013,0
2022-10-10,NG,Ecom,FB-INT-013,10
2022-10-17,NG,Ecom,FB-INT-013,0
2022-10-24,NG,Ecom,FB-INT-013,0
2022-10-31,NG,Ecom,FB-INT-013,0
2022-11-07,NG,Ecom,FB-INT-013,0
2022-11-14,NG,Ecom,FB-INT-013,0
2022-11-21,NG,Ecom,FB-INT-013,0
2022-11-28,NG,Ecom,FB-INT-013,0
2022-12-05,NG,Ecom,FB-INT-013,0
2022-12-12,NG,Ecom,FB-INT-013,0
2022-12-19,NG,Ecom,FB-INT-013,13
2022-12-26,NG,Ecom,FB-INT-013,0
2023-01-02,NG,Ecom,FB-INT-013,0
2023-01-09,NG,Ecom,FB-INT-013,0
2023-01-16,NG,Ecom,FB-INT-013,0
2023-01-23,NG,Ecom,FB-INT-013,0
2023-01-30,NG,Ecom,FB-INT-013,0
2023-02-06,NG,Ecom,FB-INT-013,0
2023-02-13,NG,Ecom,FB-INT-013,0
2023-02-20,NG,Ecom,FB-INT-013,0
2023-02-27,NG,Ecom,FB-INT-013,0
2023-03-06,NG,Ecom,FB-INT-013,0
2023-03-13,NG,Ecom,FB-INT-013,0
2023-03-20,NG,Ecom,FB-INT-013,0
2023-03-27,NG,Ecom,FB-INT-013,0
2023-04-03,NG,Ecom,FB-INT-013,10
2023-04-10,NG,Ecom,FB-INT-013,0
2023-04-17,NG,Ecom,FB-INT-013,0
2023-04-24,NG,Ecom,FB-INT-013,0
2023-05-01,NG,Ecom,FB-INT-013,8
2023-05-08,NG,Ecom,FB-INT-013,8
2023-05-15,NG,Ecom,FB-INT-013,8
2023-05-22,NG,Ecom,FB-INT-013,0
2023-05-29,NG,Ecom,FB-INT-013,0
2023-06-05,NG,Ecom,FB-INT-013,0
2023-06-12,NG,Ecom,FB-INT-013,0
2023-06-19,NG,Ecom,FB-INT-013,9
2023-06-26,NG,Ecom,FB-INT-013,11
2023-07-03,NG,Ecom,FB-INT-013,0
2023-07-10,NG,Ecom,FB-INT-013,0
2023-07-17,NG,Ecom,FB-INT-013,0
2023-07-24,NG,Ecom,FB-INT-013,0
2023-07-31,NG,Ecom,FB-INT-013,0
2023-08-07,NG,Ecom,FB-INT-013,0
2023-08-14,NG,Ecom,FB-INT-013,9
2023-08-21,NG,Ecom,FB-INT-013,0
2023-08-28,NG,Ecom,FB-INT-013,0
2023-09-04,NG,Ecom,FB-INT-013,0
2023-09-11,NG,Ecom,FB-INT-013,0
2023-09-18,NG,Ecom,FB-INT-013,0
2023-09-25,NG,Ecom,FB-INT-013,0
2023-10-02,NG,Ecom,FB-INT-013,0
2023-10-09,NG,Ecom,FB-INT-013,0
2023-10-16,NG,Ecom,FB-INT-013,0
2023-10-23,NG,Ecom,FB-INT-013,0
2023-10-30,NG,Ecom,FB-INT-013,11
2023-11-06,NG,Ecom,FB-INT-013,0
2023-11-13,NG,Ecom,FB-INT-013,0
2023-11-20,NG,Ecom,FB-INT-013,0
2023-11-27,NG,Ecom,FB-INT-013,0
2023-12-04,NG,Ecom,FB-INT-013,0
2023-12-11,NG,Ecom,FB-INT-013,0
2023-12-18,NG,Ecom,FB-INT-013,4
2023-12-25,NG,Ecom,FB-INT-013,0
2024-01-01,NG,Ecom,FB-INT-013,0
2024-01-08,NG,Ecom,FB-INT-013,0
2024-01-15,NG,Ecom,FB-INT-013,0
2024-01-22,NG,Ecom,FB-INT-013,0
2024-01-29,NG,Ecom,FB-INT-013,0
2024-02-05,NG,Ecom,FB-INT-013,0
2024-02-12,NG,Ecom,FB-INT-013,0
2024-02-19,NG,Ecom,FB-INT-013,0
2024-02-26,NG,Ecom,FB-INT-013,0
2024-03-04,NG,Ecom,FB-INT-013,0
2024-03-11,NG,Ecom,FB-INT-013,0
2024-03-18,NG,Ecom,FB-INT-013,0
2024-03-25,NG,Ecom,FB-INT-013,0
2024-04-01,NG,Ecom,FB-INT-013,0
2024-04-08,NG,Ecom,FB-INT-013,5
2024-04-15,NG,Ecom,FB-INT-013,0
2024-04-22,NG,Ecom,FB-INT-013,10
2024-04-29,NG,Ecom,FB-INT-013,0
2024-05-06,NG,Ecom,FB-INT-013,15
2024-05-13,NG,Ecom,FB-INT-013,0
2024-05-20,NG,Ecom,FB-INT-013,0
2024-05-27,NG,Ecom,FB-INT-013,0
2024-06-03,NG,Ecom,FB-INT-013,0
2024-06-10,NG,Ecom,FB-INT-013,0
2024-06-17,NG,Ecom,FB-INT-013,10
2024-06-24,NG,Ecom,FB-INT-013,0
2024-07-01,NG,Ecom,FB-INT-013,10
2024-07-08,NG,Ecom,FB-INT-013,0
2024-07-15,NG,Ecom,FB-INT-013,0
2024-07-22,NG,Ecom,FB-INT-013,0
2024-07-29,NG,Ecom,FB-INT-013,0
2024-08-05,NG,Ecom,FB-INT-013,6
2024-08-12,NG,Ecom,FB-INT-013,0
2024-08-19,NG,Ecom,FB-INT-013,0
2024-08-26,NG,Ecom,FB-INT-013,0
2024-09-02,NG,Ecom,FB-INT-013,0
2024-09-09,NG,Ecom,FB-INT-013,0
2024-09-16,NG,Ecom,FB-INT-013,0
2024-09-23,NG,Ecom,FB-INT-013,0
2024-09-30,NG,Ecom,FB-INT-013,0
2024-10-07,NG,Ecom,FB-INT-013,0
2024-10-14,NG,Ecom,FB-INT-013,9
2024-10-21,NG,Ecom,FB-INT-013,0
2024-10-28,NG,Ecom,FB-INT-013,0
2024-11-04,NG,Ecom,FB-INT-013,10
2024-11-11,NG,Ecom,FB-INT-013,0
2024-11-18,NG,Ecom,FB-INT-013,0
2024-11-25,NG,Ecom,FB-INT-013,0
2024-12-02,NG,Ecom,FB-INT-013,9
2024-12-09,NG,Ecom,FB-INT-013,0
2024-12-16,NG,Ecom,FB-INT-013,0
2024-12-23,NG,Ecom,FB-INT-013,0
2024-12-30,NG,Ecom,FB-INT-013,0
2022-01-03,NG,Ecom,FB-INT-014,0
2022-01-10,NG,Ecom,FB-INT-014,13
2022-01-17,NG,Ecom,FB-INT-014,0
2022-01-24,NG,Ecom,FB-INT-014,0
2022-01-31,NG,Ecom,FB-INT-014,0
2022-02-07,NG,Ecom,FB-INT-014,0
2022-02-14,NG,Ecom,FB-INT-014,0
2022-02-21,NG,Ecom,FB-INT-014,0
2022-02-28,NG,Ecom,FB-INT-014,27
2022-03-07,NG,Ecom,FB-INT-014,0
2022-03-14,NG,Ecom,FB-INT-014,13
2022-03-21,NG,Ecom,FB-INT-014,17
2022-03-28,NG,Ecom,FB-INT-014,0
2022-04-04,NG,Ecom,FB-INT-014,0
2022-04-11,NG,Ecom,FB-INT-014,0
2022-04-18,NG,Ecom,FB-INT-014,0
2022-04-25,NG,Ecom,FB-INT-014,0
2022-05-02,NG,Ecom,FB-INT-014,19
2022-05-09,NG,Ecom,FB-INT-014,0
2022-05-16,NG,Ecom,FB-INT-014,0
2022-05-23,NG,Ecom,FB-INT-014,0
2022-05-30,NG,Ecom,FB-INT-014,0
2022-06-06,NG,Ecom,FB-INT-014,0
2022-06-13,NG,Ecom,FB-INT-014,0
2022-06-20,NG,Ecom,FB-INT-014,0
2022-06-27,NG,Ecom,FB-INT-014,0
2022-07-04,NG,Ecom,FB-INT-014,0
2022-07-11,NG,Ecom,FB-INT-014,0
2022-07-18,NG,Ecom,FB-INT-014,0
2022-07-25,NG,Ecom,FB-INT-014,19
2022-08-01,NG,Ecom,FB-INT-014,0
2022-08-08,NG,Ecom,FB-INT-014,0
2022-08-15,NG,Ecom,FB-INT-014,0
2022-08-22,NG,Ecom,FB-INT-014,0
2022-08-29,NG,Ecom,FB-INT-014,0
2022-09-05,NG,Ecom,FB-INT-014,0
2022-09-12,NG,Ecom,FB-INT-014,17
2022-09-19,NG,Ecom,FB-INT-014,17
2022-09-26,NG,Ecom,FB-INT-014,0
2022-10-03,NG,Ecom,FB-INT-014,0
2022-10-10,NG,Ecom,FB-INT-014,0
2022-10-17,NG,Ecom,FB-INT-014,0
2022-10-24,NG,Ecom,FB-INT-014,0
2022-10-31,NG,Ecom,FB-INT-014,0
2022-11-07,NG,Ecom,FB-INT-014,10
2022-11-14,NG,Ecom,FB-INT-014,0
2022-11-21,NG,Ecom,FB-INT-014,0
2022-11-28,NG,Ecom,FB-INT-014,18
2022-12-05,NG,Ecom,FB-INT-014,0
2022-12-12,NG,Ecom,FB-INT-014,0
2022-12-19,NG,Ecom,FB-INT-014,19
2022-12-26,NG,Ecom,FB-INT-014,14
2023-01-02,NG,Ecom,FB-INT-014,0
2023-01-09,NG,Ecom,FB-INT-014,0
2023-01-16,NG,Ecom,FB-INT-014,0
2023-01-23,NG,Ecom,FB-INT-014,0
2023-01-30,NG,Ecom,FB-INT-014,0
2023-02-06,NG,Ecom,FB-INT-014,11
2023-02-13,NG,Ecom,FB-INT-014,0
2023-02-20,NG,Ecom,FB-INT-014,0
2023-02-27,NG,Ecom,FB-INT-014,0
2023-03-06,NG,Ecom,FB-INT-014,0
2023-03-13,NG,Ecom,FB-INT-014,0
2023-03-20,NG,Ecom,FB-INT-014,0
2023-03-27,NG,Ecom,FB-INT-014,0
2023-04-03,NG,Ecom,FB-INT-014,0
2023-04-10,NG,Ecom,FB-INT-014,0
2023-04-17,NG,Ecom,FB-INT-014,0
2023-04-24,NG,Ecom,FB-INT-014,0
2023-05-01,NG,Ecom,FB-INT-014,0
2023-05-08,NG,Ecom,FB-INT-014,0
2023-05-15,NG,Ecom,FB-INT-014,0
2023-05-22,NG,Ecom,FB-INT-014,0
2023-05-29,NG,Ecom,FB-INT-014,20
2023-06-05,NG,Ecom,FB-INT-014,0
2023-06-12,NG,Ecom,FB-INT-014,0
2023-06-19,NG,Ecom,FB-INT-014,0
2023-06-26,NG,Ecom,FB-INT-014,0
2023-07-03,NG,Ecom,FB-INT-014,0
2023-07-10,NG,Ecom,FB-INT-014,0
2023-07-17,NG,Ecom,FB-INT-014,0
2023-07-24,NG,Ecom,FB-INT-014,14
2023-07-31,NG,Ecom,FB-INT-014,0
2023-08-07,NG,Ecom,FB-INT-014,0
2023-08-14,NG,Ecom,FB-INT-014,24
2023-08-21,NG,Ecom,FB-INT-014,0
2023-08-28,NG,Ecom,FB-INT-014,0
2023-09-04,NG,Ecom,FB-INT-014,0
2023-09-11,NG,Ecom,FB-INT-014,0
2023-09-18,NG,Ecom,FB-INT-014,0
2023-09-25,NG,Ecom,FB-INT-014,0
2023-10-02,NG,Ecom,FB-INT-014,11
2023-10-09,NG,Ecom,FB-INT-014,0
2023-10-16,NG,Ecom,FB-INT-014,16
2023-10-23,NG,Ecom,FB-INT-014,0
2023-10-30,NG,Ecom,FB-INT-014,0
2023-11-06,NG,Ecom,FB-INT-014,0
2023-11-13,NG,Ecom,FB-INT-014,0
2023-11-20,NG,Ecom,FB-INT-014,0
2023-11-27,NG,Ecom,FB-INT-014,0
2023-12-04,NG,Ecom,FB-INT-014,0
2023-12-11,NG,Ecom,FB-INT-014,0
2023-12-18,NG,Ecom,FB-INT-014,0
2023-12-25,NG,Ecom,FB-INT-014,0
2024-01-01,NG,Ecom,FB-INT-014,18
2024-01-08,NG,Ecom,FB-INT-014,0
2024-01-15,NG,Ecom,FB-INT-014,0
2024-01-22,NG,Ecom,FB-INT-014,0
2024-01-29,NG,Ecom,FB-INT-014,0
2024-02-05,NG,Ecom,FB-INT-014,0
2024-02-12,NG,Ecom,FB-INT-014,0
2024-02-19,NG,Ecom,FB-INT-014,0
2024-02-26,NG,Ecom,FB-INT-014,0
2024-03-04,NG,Ecom,FB-INT-014,0
2024-03-11,NG,Ecom,FB-INT-014,0
2024-03-18,NG,Ecom,FB-INT-014,0
2024-03-25,NG,Ecom,FB-INT-014,0
2024-04-01,NG,Ecom,FB-INT-014,0
2024-04-08,NG,Ecom,FB-INT-014,16
2024-04-15,NG,Ecom,FB-INT-014,0
2024-04-22,NG,Ecom,FB-INT-014,0
2024-04-29,NG,Ecom,FB-INT-014,16
2024-05-06,NG,Ecom,FB-INT-014,20
2024-05-13,NG,Ecom,FB-INT-014,16
2024-05-20,NG,Ecom,FB-INT-014,22
2024-05-27,NG,Ecom,FB-INT-014,0
2024-06-03,NG,Ecom,FB-INT-014,0
2024-06-10,NG,Ecom,FB-INT-014,0
2024-06-17,NG,Ecom,FB-INT-014,0
2024-06-24,NG,Ecom,FB-INT-014,0
2024-07-01,NG,Ecom,FB-INT-014,0
2024-07-08,NG,Ecom,FB-INT-014,0
2024-07-15,NG,Ecom,FB-INT-014,0
2024-07-22,NG,Ecom,FB-INT-014,0
2024-07-29,NG,Ecom,FB-INT-014,0
2024-08-05,NG,Ecom,FB-INT-014,0
2024-08-12,NG,Ecom,FB-INT-014,0
2024-08-19,NG,Ecom,FB-INT-014,0
2024-08-26,NG,Ecom,FB-INT-014,0
2024-09-02,NG,Ecom,FB-INT-014,0
2024-09-09,NG,Ecom,FB-INT-014,0
2024-09-16,NG,Ecom,FB-INT-014,0
2024-09-23,NG,Ecom,FB-INT-014,0
2024-09-30,NG,Ecom,FB-INT-014,0
